pathway	pval	padj	log2err	ES	NES	size	leadingEdge
Ether lipid metabolism	0.867038772052228	0.937642493330099	0.0116281220011928	0.229506576097244	0.672039593631649	8	c("C04598", "C01264", "C04517", "C03454", "C05212")
Fatty acid biosynthesis	0.513559153670408	0.937642493330099	0.0172788589419437	0.28706154937757	0.94691902892887	11	c("C00383", "C00249", "C01530", "C05761", "C08362", "C01571")
Fatty acid degradation	0.685005501650495	0.937642493330099	0.0141384077185402	0.198785287040413	0.827744932227674	21	c("C05102", "C03561", "C05268", "C00249", "C00226", "C05276", "C02593", "C00489", "C05269")
Fatty acid elongation	0.680140421263791	0.937642493330099	0.0142442300589467	-0.217298260960515	-0.828657896107141	16	c("C05272", "C05260", "C00154", "C00040", "C05258")
Folate biosynthesis	0.293321389469493	0.929637099658127	0.0245422297092662	0.334771094476379	1.14160799459981	12	c("C00251", "C00272", "C00921", "C06313", "C03541", "C09332")
Fructose and mannose metabolism	0.814696485623003	0.937642493330099	0.0122889995765726	-0.17711902100548	-0.731102302311024	20	c("C00111", "C01131", "C00275", "C00247", "C11516", "C01768", "C02977", "C00636", "C01222", "C03267")
Galactose metabolism	0.328575706158299	0.929637099658127	0.0229843597353992	0.256385356186145	1.10264057995513	23	c("C00159", "C06376", "C00031", "C03733", "C05402")
Glutathione metabolism	0.066861343268553	0.639958571284722	0.055071658426401	-0.474837088860864	-1.52228030794283	10	c("C05730", "C00077", "C00750", "C00006", "C03646")
Glycerolipid metabolism	0.68280701754386	0.937642493330099	0.0141966871210766	-0.225899142771431	-0.820469539296314	14	c("C00111", "C06037", "C00969", "C00040", "C00197", "C02133", "C00631")
Glycerophospholipid metabolism	0.911003236245955	0.968844711563158	0.0112696412368642	-0.159051425749492	-0.632376778282949	18	c("C04438", "C00111", "C03974", "C00040", "C04638")
Glycine, serine and threonine metabolism	0.384262491273561	0.929637099658127	0.0208853692383644	-0.240140944441247	-1.05287965197974	24	c("C00576", "C00101", "C03232", "C00143", "C05519", "C01005", "C03082", "C00581")
Glycolysis / Gluconeogenesis	0.785040230455945	0.937642493330099	0.0126220137774694	0.224459736784172	0.740416807650331	11	c("C05378", "C00031")
Glyoxylate and dicarboxylate metabolism	0.449628737708208	0.937642493330099	0.0189861421877146	0.226255379931803	1.00086043210115	25	c("C06027", "C00258", "C03561", "C00042", "C00014", "C00100", "C01990", "C01732", "C01213", "C00988", "C00168", "C00027")
Histidine metabolism	0.0308483290488432	0.639958571284722	0.0811029641445409	0.417303903350572	1.65184797295389	18	c("C05575", "C00785", "C01152", "C03680", "C05568", "C05827", "C02835", "C00049", "C01045", "C04896")
Inositol phosphate metabolism	0.36631684157921	0.929637099658127	0.0215387060980539	-0.25359080560934	-1.06384261728367	21	c("C01272", "C03659", "C00111", "C00691", "C03546", "C00558", "C04287", "C06153")
Linoleic acid metabolism	0.669800940282085	0.937642493330099	0.01438036946365	0.297210692536445	0.824789759936191	7	c("C07289", "C14762", "C14767")
Lysine degradation	0.965582413209987	0.989176844404726	0.0105054549490208	0.135077276384846	0.544078947517545	19	c("C05825", "C00042", "C00047", "C00489", "C00956", "C03273", "C04076", "C05231")
Metabolism of xenobiotics by cytochrome P450	0.773619076365832	0.937642493330099	0.0129091487787464	-0.243811744078612	-0.751147603929915	9	c("C14039", "C00745")
Neomycin, kanamycin and gentamicin biosynthesis	0.562980721206673	0.937642493330099	0.0162869851290049	0.259216016341906	0.909781311832786	13	c("C00031", "C07656", "C00908", "C17580", "C00029", "C00832", "C01555", "C00229", "C17209")
Nicotinate and nicotinamide metabolism	0.36290807129982	0.929637099658127	0.021687383166339	0.261836118914472	1.07222101242126	20	c("C04226", "C01185", "C03458", "C00042", "C03652", "C00049", "C06178", "C01020", "C00163", "C05842")
Nitrogen metabolism	0.49294788436531	0.937642493330099	0.0178418812549125	0.345986461870636	0.960147457657368	7	c("C01563", "C00014", "C00192", "C00169", "C00288")
Oxidative phosphorylation	0.435653380924053	0.937642493330099	0.0192268665137127	0.414606974387234	1.00605562721412	5	c("C00042", "C00001", "C00061")
Pantothenate and CoA biosynthesis	0.747141424272818	0.937642493330099	0.0132426885835103	-0.203275160002677	-0.775181382833382	16	c("C02642", "C00750", "C00183", "C00010", "C05944")
Pentose and glucuronate interconversions	0.682202967831889	0.937642493330099	0.0141352686132827	-0.183989236461487	-0.83890584964162	27	c("C01904", "C00111", "C04053", "C00333", "C00558", "C00181", "C00309", "C00266", "C00817", "C00026", "C14899", "C02753", "C00379", "C03291", "C00474", "C01101", "C00476", "C00800", "C00191", "C02266", "C00231", "C01068", "C00514", "C00029", "C00905", "C01508", "C04575")
Pentose phosphate pathway	0.21179651512117	0.929637099658127	0.0296692710686078	0.299915333340537	1.22815570169711	20	c("C05382", "C00258", "C05378", "C00031", "C00672", "C05345", "C00279", "C00257")
Phenylalanine metabolism	0.375062294428386	0.929637099658127	0.0211924967476514	0.280957639703157	1.06256833399024	16	c("C00082", "C02505", "C00042", "C00166", "C11588")
Phenylalanine, tyrosine and tryptophan biosynthesis	0.664303544682976	0.937642493330099	0.0144500639564837	0.225288310584248	0.832998515661242	15	c("C00251", "C00082", "C00296", "C00166")
Phosphonate and phosphinate metabolism	0.864992466097439	0.937642493330099	0.0117328032679915	-0.195724576186302	-0.671747223117227	12	c("C06451", "C01151")
Porphyrin metabolism	0.840434003583516	0.937642493330099	0.0119360305724807	-0.139197097785845	-0.733221942982059	43	c("C06399", "C01079", "C00500", "C05794", "C03373", "C01708", "C11543", "C05793", "C03263", "C05768", "C11630", "C05774", "C05797", "C03114", "C03741", "C05913", "C00037", "C06408", "C11831", "C05912", "C05775", "C05773", "C06505", "C05770")
Primary bile acid biosynthesis	0.22326510234648	0.929637099658127	0.0287573840408163	0.328982683735314	1.2164061531603	15	c("C06341", "C05454", "C05122", "C15519")
Propanoate metabolism	0.274997522544842	0.929637099658127	0.0254187369424518	0.29943091885449	1.15971215042415	17	c("C06002", "C00546", "C00042", "C00100", "C00894", "C00099", "C00163", "C00804", "C01213")
Purine metabolism	0.166399679615539	0.929637099658127	0.0338915754753783	0.249958405875763	1.26991022839774	39	c("C05515", "C00575", "C00014", "C05513", "C04640", "C00802", "C00655", "C01345", "C05516", "C00104", "C04734", "C06197", "C00053", "C12248", "C00301", "C00362", "C00081", "C15667", "C00294", "C00039", "C00169", "C00054", "C04376", "C00499", "C00288")
Pyrimidine metabolism	0.543551923460235	0.937642493330099	0.0166610808696949	0.198712016563846	0.934098342834862	30	c("C00383", "C01563", "C00429", "C01205", "C00526", "C00075")
Pyruvate metabolism	0.0656600774808781	0.639958571284722	0.055200866311428	0.462775953279604	1.52654145858726	11	c("C00546", "C00227", "C00042", "C03451", "C03981")
Retinol metabolism	0.773723361479694	0.937642493330099	0.0128982454271971	-0.284848475511135	-0.747272464620919	6	C11061
Riboflavin metabolism	0.820863961333199	0.937642493330099	0.0122991810724187	-0.221461954065605	-0.709984918072385	10	C00235
Selenocompound metabolism	0.260865181002319	0.929637099658127	0.0264695853519589	-0.485141903171953	-1.18110959062694	5	c("C05697", "C05688", "C05336", "C05699", "C05172")
Sphingolipid metabolism	0.692215688228845	0.937642493330099	0.0139874546521734	0.27620049390729	0.808768405867674	8	c("C03640", "C01290", "C06125", "C00550", "C12145", "C01190", "C00836")
Starch and sucrose metabolism	0.808625877632899	0.937642493330099	0.0124145264755907	-0.191646280000027	-0.730835131765918	16	c("C00498", "C02591", "C00085", "C01898", "C03323")
Steroid biosynthesis	0.266499498495486	0.929637099658127	0.0260659664459102	-0.306129104589241	-1.16741063009326	16	c("C01164", "C05442", "C11455", "C01054", "C11508", "C05437", "C11523", "C00751")
Steroid hormone biosynthesis	0.0385501151496946	0.639958571284722	0.0728636700075833	-0.339288636330926	-1.57964552623182	29	c("C02537", "C03852", "C11134", "C05498", "C00735", "C02538", "C03917", "C02373", "C03772", "C05485", "C02140", "C05480")
Sulfur metabolism	0.124190172430978	0.92452683920839	0.0395859223451624	0.469849270130503	1.37580943403051	8	c("C00042", "C01861", "C00283", "C00053", "C00033", "C00054", "C11145")
Taurine and hypotaurine metabolism	0.462416840432926	0.937642493330099	0.0185179796586122	0.309698996655518	0.984648754749682	10	c("C00227", "C05122", "C14179", "C03149", "C00506", "C00033")
Terpenoid backbone biosynthesis	0.260713215462991	0.929637099658127	0.0263352676428432	0.33476352224389	1.17493355819146	13	c("C00353", "C11434", "C11437", "C11435", "C04574")
Thiamine metabolism	0.574504477311601	0.937642493330099	0.0161393627413535	-0.292148606690764	-0.900066265210238	9	c("C00003", "C04752", "C03373")
Tryptophan metabolism	0.795438631589477	0.937642493330099	0.0125575548160986	0.178030611945423	0.741322152223753	21	c("C00978", "C05658", "C08313", "C03230", "C02298", "C00331", "C01598", "C00780")
Tyrosine metabolism	0.749723923300873	0.937642493330099	0.0132158169967201	0.173204350255088	0.786245551839534	27	c("C00082", "C03964", "C05338", "C00042", "C00547")
Ubiquinone and other terpenoid-quinone biosynthesis	0.0643292378383778	0.639958571284722	0.0559498358589159	0.433912863497294	1.52292215482932	13	c("C00251", "C00353", "C00082", "C03964", "C16695")
Valine, leucine and isoleucine biosynthesis	0.319458375125376	0.929637099658127	0.0234420092581051	-0.378743902495881	-1.11678333210904	8	c("C06032", "C00183", "C00671", "C04272", "C00233", "C02226", "C14463")
Valine, leucine and isoleucine degradation	0.867669172932331	0.937642493330099	0.011680313800973	-0.185058340907619	-0.672135050379735	14	c("C02170", "C05998", "C00183", "C06001", "C00671", "C00683")
Vitamin B6 metabolism	0.457912120908818	0.937642493330099	0.0187330701291686	-0.280760018954444	-0.99234516860956	13	c("C00534", "C00647", "C00232", "C07335", "C00266", "C01215")
beta-Alanine metabolism	0.273298116216486	0.929637099658127	0.0255957464245123	0.306469131130514	1.15905157243221	16	c("C00383", "C00429", "C00864", "C00100", "C00894", "C00099", "C00049")
