name	nAnno	nOverlap	fc	zscore	pvalue	adjp	or	CIl	CIu	distance	namespace	members_Overlap	members_Overlap_keggid	members_Anno_keggid	members_Anno
D-Amino acid metabolism	69	12	4.95	6.33	4.4e-07	1.1e-05	6.38	3.01	12.5	1	Customised	L-Glutamate, L-Alanine, L-Lysine, L-Arginine, L-Serine, L-Methionine, L-Ornithine, L-Phenylalanine, L-Cysteine, L-Proline, L-Threonine, N-Acetyl-L-glutamate	C00025, C00041, C00047, C00062, C00065, C00073, C00077, C00079, C00097, C00148, C00188, C00624	C00022, C00025, C00026, C00036, C00037, C00041, C00047, C00049, C00062, C00064, C00065, C00073, C00077, C00079, C00084, C00097, C00133, C00134, C00135, C00148, C00166, C00188, C00217, C00402, C00431, C00433, C00515, C00624, C00666, C00680, C00692, C00739, C00740, C00763, C00792, C00793, C00819, C00820, C00855, C00993, C01110, C01157, C01180, C01667, C01672, C01726, C02237, C02265, C02855, C03239, C03341, C03440, C03564, C03771, C03933, C03943, C04260, C04282, C04457, C05161, C05620, C05825, C05939, C05941, C05942, C06419, C22024, C22025, C22611	Pyruvate, L-Glutamate, 2-Oxoglutarate, Oxaloacetate, Glycine, L-Alanine, L-Lysine, L-Aspartate, L-Arginine, L-Glutamine, L-Serine, L-Methionine, L-Ornithine, L-Phenylalanine, Acetaldehyde, L-Cysteine, D-Alanine, Putrescine, L-Histidine, L-Proline, Phenylpyruvate, L-Threonine, D-Glutamate, D-Aspartate, 5-Aminopentanoate, 2,5-Dioxopentanoate, D-Ornithine, N-Acetyl-L-glutamate, LL-2,6-Diaminoheptanedioate, meso-2,6-Diaminoheptanedioate, UDP-N-acetylmuramoyl-L-alanyl-D-glutamate, D-Lysine, D-Serine, D-Proline, D-Arginine, D-Cysteine, D-Glutamine, D-Threonine, D-Methionine, D-Alanyl-D-alanine, 5-Amino-2-oxopentanoic acid, Hydroxyproline, 4-Methylthio-2-oxobutanoic acid, Bacitracin, Cadaverine, D-Lombricine, 5-Oxo-D-proline, D-Phenylalanine, N-Phospho-D-lombricine, 6-Amino-2-oxohexanoate, 2-Amino-4-oxopentanoic acid, cis-4-Hydroxy-D-proline, 1-Pyrroline-2-carboxylate, 5-Guanidino-2-oxopentanoate, 5-D-Glutamyl-D-glutamyl-peptide, (2R,4S)-2,4-Diaminopentanoate, O-D-Alanyl-poly(ribitol phosphate), 1-Pyrroline-4-hydroxy-2-carboxylate, D-Alanyl-alanyl-poly(glycerolphosphate), (2R,5S)-2,5-Diaminohexanoate, N-Acetyl-D-phenylalanine, 2-Amino-5-oxohexanoate, Linatine, 2-Oxo-4-hydroxy-5-aminovalerate, Pyrrole-2-carboxylate, D-Histidine, Staphylopine, (2S)-2-Amino-4-{[(1R)-1-carboxy-2-(1H-imidazol-4-yl)ethyl]amino}butanoate, C22611
Fructose and mannose metabolism	54	6	3.16	3.06	0.0025	0.012	3.58	1.22	8.64	1	Customised	GDP-mannose, Glycerone phosphate, (S)-Lactate, L-Fucose 1-phosphate, beta-D-Fructose 1,6-bisphosphate, ADP-mannose	C00096, C00111, C00186, C02985, C05378, C06192	C00095, C00096, C00111, C00118, C00159, C00186, C00247, C00267, C00275, C00325, C00392, C00424, C00464, C00507, C00577, C00636, C00644, C00665, C00794, C00861, C00976, C01019, C01094, C01096, C01099, C01131, C01222, C01355, C01487, C01720, C01721, C01768, C01934, C02431, C02492, C02888, C02962, C02977, C02985, C02991, C03117, C03267, C03827, C03979, C05144, C05345, C05378, C05392, C06192, C11516, C11544, C18028, C18096, C20781	D-Fructose, GDP-mannose, Glycerone phosphate, D-Glyceraldehyde 3-phosphate, D-Mannose, (S)-Lactate, L-Sorbose, alpha-D-Glucose, D-Mannose 6-phosphate, GDP-L-fucose, Mannitol, (S)-Lactaldehyde, Mannan, L-Rhamnose, D-Glyceraldehyde, D-Mannose 1-phosphate, D-Mannitol 1-phosphate, beta-D-Fructose 2,6-bisphosphate, D-Sorbitol, L-Rhamnulose, GDP-D-mannuronate, 6-Deoxy-L-galactose, D-Fructose 1-phosphate, Sorbitol 6-phosphate, L-Fuculose 1-phosphate, L-Rhamnulose 1-phosphate, GDP-4-dehydro-6-deoxy-D-mannose, Fructan, D-Allose, L-Fuconate, L-Fuculose, (Alginate)n, L-Rhamnonate, L-Rhamnofuranose, 1,4-beta-D-Mannan, Sorbose 1-phosphate, D-Allose 6-phosphate, GDP-6-deoxy-D-talose, L-Fucose 1-phosphate, L-Rhamnono-1,4-lactone, GDP-6-deoxy-D-mannose, beta-D-Fructose 2-phosphate, 2-Dehydro-3-deoxy-L-fuconate, 2-Dehydro-3-deoxy-L-rhamnonate, (beta-D-Mannuronate)n, beta-D-Fructose 6-phosphate, beta-D-Fructose 1,6-bisphosphate, Oligouronide with 4-deoxy-alpha-L-erythro-hex-4-enopyranuronosyl group, ADP-mannose, 2-(alpha-D-Mannosyl)-3-phosphoglycerate, 2-O-(alpha-D-Mannosyl)-D-glycerate, L-Fucono-1,5-lactone, D-Allulose 6-phosphate, 2,4-Diketo-3-deoxy-L-fuconate
Galactose metabolism	46	3	1.86	1.12	0.076	0.18	1.94	0.379	6.23	1	Customised	UDP-glucose, Glycerone phosphate, myo-Inositol	C00029, C00111, C00137	C00029, C00031, C00052, C00085, C00089, C00095, C00103, C00111, C00116, C00118, C00124, C00137, C00159, C00243, C00267, C00446, C00492, C00577, C00668, C00794, C00795, C00880, C00984, C01097, C01113, C01132, C01216, C01235, C01286, C01613, C01697, C02262, C02669, C03383, C03733, C03785, C05396, C05399, C05400, C05401, C05402, C05404, C05796, C06311, C06376, C06377	UDP-glucose, D-Glucose, UDP-alpha-D-galactose, D-Fructose 6-phosphate, Sucrose, D-Fructose, D-Glucose 1-phosphate, Glycerone phosphate, Glycerol, D-Glyceraldehyde 3-phosphate, D-Galactose, myo-Inositol, D-Mannose, Lactose, alpha-D-Glucose, alpha-D-Galactose 1-phosphate, Raffinose, D-Glyceraldehyde, alpha-D-Glucose 6-phosphate, D-Sorbitol, D-Tagatose, D-Galactonate, alpha-D-Galactose, D-Tagatose 6-phosphate, D-Galactose 6-phosphate, N-Acetyl-D-galactosamine, 2-Dehydro-3-deoxy-D-galactonate, alpha-D-Galactosyl-(1->3)-1D-myo-inositol, 2-Dehydro-3-deoxy-6-phospho-D-galactonate, Stachyose, Galactitol, D-Galactosamine, D-Galactono-1,5-lactone, D-Galactono-1,4-lactone, UDP-alpha-D-galactofuranose, D-Tagatose 1,6-bisphosphate, Lactose 6'-phosphate, Melibiitol, Epimelibiose, 3-beta-D-Galactosyl-sn-glycerol, Melibiose, D-Gal alpha 1->6D-Gal alpha 1->6D-Glucose, Galactan, Galactitol 1-phosphate, N-Acetyl-D-galactosamine 6-phosphate, D-Galactosamine 6-phosphate
Glutathione metabolism	38	5	3.75	3.25	0.0018	0.0097	4.31	1.29	11.4	1	Customised	L-Glutamate, Glutathione, L-Ornithine, L-Cysteine, Cys-Gly	C00025, C00051, C00077, C00097, C01419	C00005, C00006, C00024, C00025, C00037, C00051, C00072, C00077, C00097, C00127, C00134, C00151, C00315, C00669, C00750, C01322, C01419, C01672, C01879, C02090, C02320, C03170, C03646, C03740, C05422, C05726, C05727, C05729, C05730, C16562, C16563, C16564, C16565, C16566, C16567, C16568, C16663, C16664	NADPH, NADP+, Acetyl-CoA, L-Glutamate, Glycine, Glutathione, Ascorbate, L-Ornithine, L-Cysteine, Glutathione disulfide, Putrescine, L-Amino acid, Spermidine, gamma-L-Glutamyl-L-cysteine, Spermine, RX, Cys-Gly, Cadaverine, 5-Oxoproline, Trypanothione, R-S-Glutathione, Trypanothione disulfide, Bis-gamma-glutamylcystine, (5-L-Glutamyl)-L-amino acid, Dehydroascorbate, S-Substituted L-cysteine, S-Substituted N-acetyl-L-cysteine, R-S-Cysteinylglycine, Glutathionylspermidine, Glutathionylspermine, Bis(glutathionyl)spermine, Bis(glutathionyl)spermine disulfide, Aminopropylcadaverine, Glutathionylaminopropylcadaverine, Homotrypanothione, Homotrypanothione disulfide, Tryparedoxin, Tryparedoxin disulfide
Glycerolipid metabolism	38	4	3	2.36	0.0097	0.031	3.32	0.839	9.56	1	Customised	UDP-glucose, sn-Glycerol 3-phosphate, Glycerone phosphate, 3-Phospho-D-glycerate	C00029, C00093, C00111, C00197	C00029, C00040, C00093, C00103, C00111, C00116, C00162, C00173, C00184, C00197, C00258, C00416, C00422, C00577, C00631, C00641, C00681, C00969, C01885, C02133, C02457, C03692, C04046, C04315, C04872, C05401, C06037, C06038, C06040, C06041, C06042, C06364, C06365, C11521, C13508, C20897, C20898, C20991	UDP-glucose, Acyl-CoA, sn-Glycerol 3-phosphate, D-Glucose 1-phosphate, Glycerone phosphate, Glycerol, Fatty acid, Acyl-[acyl-carrier protein], Glycerone, 3-Phospho-D-glycerate, D-Glycerate, Phosphatidate, Triacylglycerol, D-Glyceraldehyde, 2-Phospho-D-glycerate, 1,2-Diacyl-sn-glycerol, 1-Acyl-sn-glycerol 3-phosphate, 3-Hydroxypropanal, 1-Acylglycerol, Acyl phosphate, Propane-1,3-diol, 1,2-Diacyl-3-beta-D-galactosyl-sn-glycerol, 3-D-Glucosyl-1,2-diacylglycerol, 2-Acyl-3-O-(beta-D-galactosyl)-sn-glycerol, 1,2-Diacyl-3-[3-(alpha-D-N-acetylneuraminyl)-beta-D-galactosyl]-sn-glycerol, 3-beta-D-Galactosyl-sn-glycerol, Digalactosyl-diacylglycerol, Acyl1-monogalactosyl-diacylglycerol, Diglucosyldiacylglycerol, Glycerophosphoglycoglycerolipid, Lipoteichoic acid, 1,2-Diacyl-3-alpha-D-glucosyl-sn-glycerol, alpha-Kojibiosyldiacylglycerol, UDP-6-sulfoquinovose, Sulfoquinovosyldiacylglycerol, Glycerophosphoglycoglycerolipid, Lipoteichoic acid, 1,2-Diacyl-3-O-[beta-D-galactosyl-(1->6)-beta-D-galactosyl]-sn-glycerol
Glycerophospholipid metabolism	56	10	5.09	5.89	2.4e-06	3.8e-05	6.48	2.83	13.5	1	Customised	L-Serine, sn-Glycerol 3-phosphate, Glycerone phosphate, Choline, CDP-choline, CDP-ethanolamine, Choline phosphate, sn-Glycero-3-phosphocholine, N-Methylethanolamine phosphate, Phosphodimethylethanolamine	C00065, C00093, C00111, C00114, C00307, C00570, C00588, C00670, C01210, C13482	C00040, C00065, C00084, C00093, C00111, C00114, C00157, C00189, C00269, C00307, C00344, C00346, C00350, C00416, C00513, C00570, C00588, C00623, C00641, C00670, C00681, C01194, C01210, C01233, C01241, C01996, C02737, C03372, C03819, C03872, C03892, C03974, C04230, C04233, C04308, C04438, C04590, C04638, C05973, C05974, C05976, C05980, C06771, C06772, C13482, C18059, C18125, C18126, C18129, C18168, C18169, C20466, C20518, C22340, C22341, C22342	Acyl-CoA, L-Serine, Acetaldehyde, sn-Glycerol 3-phosphate, Glycerone phosphate, Choline, Phosphatidylcholine, Ethanolamine, CDP-diacylglycerol, CDP-choline, Phosphatidylglycerol, Ethanolamine phosphate, Phosphatidylethanolamine, Phosphatidate, CDP-glycerol, CDP-ethanolamine, Choline phosphate, sn-Glycerol 1-phosphate, 1,2-Diacyl-sn-glycerol, sn-Glycero-3-phosphocholine, 1-Acyl-sn-glycerol 3-phosphate, 1-Phosphatidyl-D-myo-inositol, N-Methylethanolamine phosphate, sn-Glycero-3-phosphoethanolamine, Phosphatidyl-N-methylethanolamine, Acetylcholine, Phosphatidylserine, Acylglycerone phosphate, 1-Acylglycerophosphoinositol, L-Serine-phosphoethanolamine, Phosphatidylglycerophosphate, 2-Acyl-sn-glycerol 3-phosphate, 1-Acyl-sn-glycero-3-phosphocholine, 2-Acyl-sn-glycero-3-phosphocholine, Phosphatidyl-N-dimethylethanolamine, 1-Acyl-sn-glycero-3-phosphoethanolamine, 3-(O-Geranylgeranyl)-sn-glycerol 1-phosphate, 2,3-Bis-O-(geranylgeranyl)glycerol 1-phosphate, 2-Acyl-sn-glycero-3-phosphoethanolamine, 2-Acyl-sn-glycero-3-phosphoserine, Aminoacyl-phosphatidylglycerol, Cardiolipin, Triethanolamine, Diethanolamine, Phosphodimethylethanolamine, CDP-2,3-bis-O-(geranylgeranyl)-sn-glycerol, 1-Acyl-sn-glycero-3-phosphoserine, 1-Acyl-sn-glycero-3-phosphoglycerol, Monolysocardiolipin, Diacylglycerylhomoserine, Diacylglyceryl-N,N,N-trimethylhomoserine, 2,3-Bis-O-(geranylgeranyl)-sn-glycero-1-phospho-L-serine, 2,3-Bis-(O-phytanyl)-sn-glycerol 1-phosphate, Heptaprenylglyceryl phosphate, Heptaprenylglycerol, Diacetylheptaprenylglycerol
Glycine, serine and threonine metabolism	48	9	5.34	5.78	4e-06	5.4e-05	6.82	2.83	14.8	1	Customised	L-Serine, L-Tryptophan, L-Cysteine, Choline, L-Threonine, 3-Phospho-D-glycerate, Creatine, Betaine, L-Cystathionine	C00065, C00078, C00097, C00114, C00188, C00197, C00300, C00719, C02291	C00011, C00014, C00022, C00037, C00048, C00049, C00065, C00078, C00097, C00101, C00109, C00114, C00143, C00168, C00188, C00197, C00213, C00258, C00263, C00300, C00430, C00441, C00546, C00576, C00581, C00631, C00719, C00740, C00986, C01005, C01026, C01102, C01242, C01888, C02051, C02291, C02737, C02972, C03082, C03194, C03232, C03283, C03508, C05519, C06231, C06442, C16432, C19929	CO2, Ammonia, Pyruvate, Glycine, Glyoxylate, L-Aspartate, L-Serine, L-Tryptophan, L-Cysteine, Tetrahydrofolate, 2-Oxobutanoate, Choline, 5,10-Methylenetetrahydrofolate, Hydroxypyruvate, L-Threonine, 3-Phospho-D-glycerate, Sarcosine, D-Glycerate, L-Homoserine, Creatine, 5-Aminolevulinate, L-Aspartate 4-semialdehyde, Methylglyoxal, Betaine aldehyde, Guanidinoacetate, 2-Phospho-D-glycerate, Betaine, D-Serine, 1,3-Diaminopropane, O-Phospho-L-serine, N,N-Dimethylglycine, O-Phospho-L-homoserine, [Protein]-S8-aminomethyldihydrolipoyllysine, Aminoacetone, Lipoylprotein, L-Cystathionine, Phosphatidylserine, Dihydrolipoylprotein, 4-Phospho-L-aspartate, (R)-1-Aminopropan-2-ol, 3-Phosphonooxypyruvate, L-2,4-Diaminobutanoate, L-2-Amino-3-oxobutanoic acid, L-Allothreonine, Ectoine, N(gamma)-Acetyldiaminobutyrate, 5-Hydroxyectoine, N(alpha)-Acetyl-L-2,4-diaminobutyrate
Glycolysis / Gluconeogenesis	31	4	3.67	2.85	0.004	0.017	4.19	1.05	12.3	1	Customised	Glycerone phosphate, (S)-Lactate, 3-Phospho-D-glycerate, beta-D-Fructose 1,6-bisphosphate	C00111, C00186, C00197, C05378	C00022, C00024, C00031, C00033, C00036, C00068, C00074, C00084, C00103, C00111, C00118, C00186, C00197, C00221, C00236, C00267, C00469, C00631, C00668, C01159, C01172, C01451, C05125, C05345, C05378, C06186, C06187, C06188, C15972, C15973, C16255	Pyruvate, Acetyl-CoA, D-Glucose, Acetate, Oxaloacetate, Thiamin diphosphate, Phosphoenolpyruvate, Acetaldehyde, D-Glucose 1-phosphate, Glycerone phosphate, D-Glyceraldehyde 3-phosphate, (S)-Lactate, 3-Phospho-D-glycerate, beta-D-Glucose, 3-Phospho-D-glyceroyl phosphate, alpha-D-Glucose, Ethanol, 2-Phospho-D-glycerate, alpha-D-Glucose 6-phosphate, 2,3-Bisphospho-D-glycerate, beta-D-Glucose 6-phosphate, Salicin, 2-(alpha-Hydroxyethyl)thiamine diphosphate, beta-D-Fructose 6-phosphate, beta-D-Fructose 1,6-bisphosphate, Arbutin, Arbutin 6-phosphate, Salicin 6-phosphate, Enzyme N6-(lipoyl)lysine, Enzyme N6-(dihydrolipoyl)lysine, [Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine
Glyoxylate and dicarboxylate metabolism	64	7	3.11	3.26	0.0015	0.0089	3.54	1.33	8.04	1	Customised	L-Glutamate, Succinate, L-Serine, Glycerone phosphate, (S)-Malate, Citrate, 3-Phospho-D-glycerate	C00025, C00042, C00065, C00111, C00149, C00158, C00197	C00007, C00011, C00014, C00022, C00024, C00025, C00026, C00027, C00033, C00036, C00037, C00042, C00048, C00058, C00064, C00065, C00091, C00100, C00111, C00136, C00149, C00158, C00160, C00168, C00197, C00209, C00258, C00266, C00311, C00313, C00332, C00417, C00552, C00631, C00683, C00798, C00877, C00888, C00898, C00975, C00988, C01127, C01146, C01182, C01213, C01380, C01732, C01989, C01990, C02123, C02405, C03217, C03459, C03548, C03561, C03618, C04348, C06027, C06028, C06049, C18026, C18324, C20238, C22337	Oxygen, CO2, Ammonia, Pyruvate, Acetyl-CoA, L-Glutamate, 2-Oxoglutarate, Hydrogen peroxide, Acetate, Oxaloacetate, Glycine, Succinate, Glyoxylate, Formate, L-Glutamine, L-Serine, Succinyl-CoA, Propanoyl-CoA, Glycerone phosphate, Butanoyl-CoA, (S)-Malate, Citrate, Glycolate, Hydroxypyruvate, 3-Phospho-D-glycerate, Oxalate, D-Glycerate, Glycolaldehyde, Isocitrate, Oxalyl-CoA, Acetoacetyl-CoA, cis-Aconitate, meso-Tartaric acid, 2-Phospho-D-glycerate, (S)-Methylmalonyl-CoA, Formyl-CoA, Crotonoyl-CoA, Pentanoyl-CoA, (R,R)-Tartaric acid, Dihydroxyfumarate, 2-Phosphoglycolate, 4-Hydroxy-2-oxoglutarate, 2-Hydroxy-3-oxopropanoate, D-Ribulose 1,5-bisphosphate, (R)-Methylmalonyl-CoA, Ethylene glycol, Mesaconate, 3-Ethylmalate, 3-Oxalomalate, 3-Propylmalate, Formyl phosphate, 2-Hydroxy-3-oxoadipate, 2-Hydroxy-3-oxosuccinate, trans-2,3-Epoxysuccinate, (R)-3-Hydroxybutanoyl-CoA, L-threo-3-Methylaspartate, L-Malyl-CoA, L-erythro-3-Methylmalyl-CoA, 2-Methylfumaryl-CoA, N-Formylderivatives, (2S)-Ethylmalonyl-CoA, (2S)-Methylsuccinyl-CoA, (2R)-Ethylmalonyl-CoA, D-Ribulose 1-phosphate
Inositol phosphate metabolism	47	3	1.82	1.08	0.081	0.18	1.9	0.371	6.08	1	Customised	D-Glucose 6-phosphate, Glycerone phosphate, myo-Inositol	C00092, C00111, C00137	C00024, C00092, C00111, C00118, C00137, C00191, C00222, C00558, C00641, C00691, C01177, C01194, C01204, C01220, C01243, C01245, C01272, C01277, C01284, C03546, C03659, C03660, C04006, C04062, C04063, C04287, C04477, C04520, C04549, C04563, C04579, C04637, C05981, C06153, C06892, C06893, C11554, C11555, C11556, C11557, C16737, C19794, C19799, C19891, C20251, C21643, C21644	Acetyl-CoA, D-Glucose 6-phosphate, Glycerone phosphate, D-Glyceraldehyde 3-phosphate, myo-Inositol, D-Glucuronate, 3-Oxopropanoate, D-Tagaturonate, 1,2-Diacyl-sn-glycerol, 2,4,6/3,5-Pentahydroxycyclohexanone, Inositol 1-phosphate, 1-Phosphatidyl-D-myo-inositol, Phytic acid, 1D-myo-Inositol 1,4-bisphosphate, 1D-myo-Inositol 1,3,4-trisphosphate, D-myo-Inositol 1,4,5-trisphosphate, 1D-myo-Inositol 1,3,4,5-tetrakisphosphate, 1-Phosphatidyl-1D-myo-inositol 4-phosphate, 1D-myo-Inositol 1,3,4,5,6-pentakisphosphate, myo-Inositol 4-phosphate, D-Bornesitol, L-Bornesitol, 1D-myo-Inositol 3-phosphate, D-myo-Inositol 1,3-bisphosphate, D-myo-Inositol 3,4-bisphosphate, 3D-3,5/4-Trihydroxycyclohexane-1,2-dione, 1D-myo-Inositol 1,3,4,6-tetrakisphosphate, 1D-myo-Inositol 3,4,5,6-tetrakisphosphate, 1-Phosphatidyl-1D-myo-inositol 3-phosphate, D-myo-Inositol 1,2,4,5,6-pentakisphosphate, Inositol 1,2,3,5,6-pentakisphosphate, 1-Phosphatidyl-D-myo-inositol 4,5-bisphosphate, Phosphatidylinositol-3,4,5-trisphosphate, scyllo-Inositol, 2-Deoxy-5-keto-D-gluconic acid, 2-Deoxy-5-keto-D-gluconic acid 6-phosphate, 1-Phosphatidyl-1D-myo-inositol 3,4-bisphosphate, 1D-myo-Inositol 1,4,5,6-tetrakisphosphate, 1-Phosphatidyl-1D-myo-inositol 3,5-bisphosphate, 1-Phosphatidyl-1D-myo-inositol 5-phosphate, 5-Deoxy-D-glucuronate, CDP-1L-myo-inositol, Bis(1L-myo-inositol)-3,1'-phosphate 1-phosphate, 1D-chiro-Inositol, 1-Keto-D-chiro-inositol, 3-Dehydro-scyllo-inosose, 5-Dehydro-L-gluconate
Nicotinate and nicotinamide metabolism	54	4	2.11	1.57	0.039	0.1	2.24	0.578	6.29	1	Customised	Succinate, Glycerone phosphate, Fumarate, Nicotinamide	C00042, C00111, C00122, C00153	C00003, C00006, C00022, C00042, C00049, C00111, C00122, C00153, C00163, C00232, C00253, C00334, C00455, C00857, C00922, C01020, C01056, C01059, C01185, C01297, C01384, C01596, C02295, C02918, C02930, C03043, C03056, C03150, C03458, C03652, C03722, C04226, C05380, C05840, C05841, C05842, C05843, C06178, C15523, C15986, C15987, C16150, C16151, C16152, C16159, C16390, C18232, C19567, C19569, C19631, C20361, C20381, C21075, C21154	NAD+, NADP+, Pyruvate, Succinate, L-Aspartate, Glycerone phosphate, Fumarate, Nicotinamide, Propanoate, Succinate semialdehyde, Nicotinate, 4-Aminobutanoate, Nicotinamide D-ribonucleotide, Deamino-NAD+, 2,3-Dimethylmaleate, 6-Hydroxynicotinate, (S)-6-Hydroxynicotine, 2,5-Dihydroxypyridine, Nicotinate D-ribonucleotide, 6-Hydroxypseudooxynicotine, Maleic acid, Maleamate, Methylitaconate, 1-Methylnicotinamide, 2-Methyleneglutarate, (R)-6-Hydroxynicotine, 2,6-Dihydroxypyridine, Nicotinamide-beta-riboside, 2,3,6-Trihydroxypyridine, (2R,3S)-2,3-Dimethylmalate, Quinolinate, 6-Oxo-1,4,5,6-tetrahydronicotinate, Nicotinurate, Iminoaspartate, Nicotinate D-ribonucleoside, N1-Methyl-2-pyridone-5-carboxamide, N1-Methyl-4-pyridone-5-carboxamide, 1-Methylpyrrolinium, 2,6-Dihydroxynicotinate, 2,6-Dihydroxypseudooxynicotine, 4-Methylaminobutyrate, (R,S)-Nicotine, 2,6-Dihydroxy-N-methylmyosmine, Blue pigment, 2-Formylglutarate, (S)-2-(Hydroxymethyl)glutarate, N-Formylmaleamic acid, 4-Oxo-1-(3-pyridyl)-1-butanone, 3-Succinoylpyridine, 6-Hydroxy-3-succinoylpyridine, Pseudooxynicotine, 3,3'-Bipyridine-2,2',5,5',6,6'-hexol, 5-(N-Methyl-4,5-dihydro-1H-pyrrol-2-yl)pyridin-2-ol, N-Methylmyosmine
Oxidative phosphorylation	16	5	8.9	6.04	9.8e-06	0.00011	13	3.48	41.6	1	Customised	NADH, ADP, Diphosphate, Succinate, Fumarate	C00004, C00008, C00013, C00042, C00122	C00001, C00002, C00003, C00004, C00007, C00008, C00009, C00013, C00042, C00061, C00080, C00122, C00390, C00399, C00524, C00536	H2O, ATP, NAD+, NADH, Oxygen, ADP, Orthophosphate, Diphosphate, Succinate, FMN, H+, Fumarate, Ubiquinol, Ubiquinone, Cytochrome c, Triphosphate
Pantothenate and CoA biosynthesis	30	6	5.7	4.93	5.7e-05	0.00051	7.2	2.36	18.6	1	Customised	CoA, L-Cysteine, Uracil, L-Valine, 5,6-Dihydrouracil, 3-Ureidopropionate	C00010, C00097, C00106, C00183, C00429, C02642	C00010, C00022, C00049, C00054, C00097, C00099, C00106, C00141, C00183, C00229, C00429, C00522, C00750, C00831, C00864, C00882, C00966, C01053, C01088, C01134, C02642, C03492, C03688, C04079, C04272, C04352, C05665, C05944, C06010, C18911	CoA, Pyruvate, L-Aspartate, Adenosine 3',5'-bisphosphate, L-Cysteine, beta-Alanine, Uracil, 3-Methyl-2-oxobutanoic acid, L-Valine, Acyl-carrier protein, 5,6-Dihydrouracil, (R)-Pantoate, Spermine, Pantetheine, Pantothenate, Dephospho-CoA, 2-Dehydropantoate, (R)-4-Dehydropantoate, (R)-3,3-Dimethylmalate, Pantetheine 4'-phosphate, 3-Ureidopropionate, D-4'-Phosphopantothenate, Apo-[acyl-carrier-protein], N-((R)-Pantothenoyl)-L-cysteine, (R)-2,3-Dihydroxy-3-methylbutanoate, (R)-4'-Phosphopantothenoyl-L-cysteine, 3-Aminopropanal, Pantothenol, (S)-2-Acetolactate, (R)-4-Phosphopantoate
Pentose and glucuronate interconversions	58	5	2.45	2.13	0.015	0.047	2.67	0.815	6.83	1	Customised	UDP-glucose, Glycerone phosphate, UDP-glucuronate, L-Gulonate, D-Glucuronate 1-phosphate	C00029, C00111, C00167, C00800, C05385	C00022, C00026, C00029, C00103, C00111, C00116, C00167, C00181, C00191, C00199, C00204, C00216, C00231, C00259, C00266, C00309, C00310, C00312, C00333, C00379, C00433, C00470, C00474, C00476, C00502, C00508, C00514, C00532, C00558, C00618, C00714, C00789, C00800, C00817, C00905, C01068, C01101, C01508, C01904, C02266, C02273, C02426, C02753, C03033, C03291, C03826, C04053, C04349, C04575, C05385, C05411, C05412, C06118, C06441, C14899, C15930, C20680, C22337	Pyruvate, 2-Oxoglutarate, UDP-glucose, D-Glucose 1-phosphate, Glycerone phosphate, Glycerol, UDP-glucuronate, D-Xylose, D-Glucuronate, D-Ribulose 5-phosphate, 2-Dehydro-3-deoxy-D-gluconate, D-Arabinose, D-Xylulose 5-phosphate, L-Arabinose, Glycolaldehyde, D-Ribulose, D-Xylulose, L-Xylulose, D-Galacturonate, Xylitol, 2,5-Dioxopentanoate, Pectate, Ribitol, D-Lyxose, D-Xylonate, L-Ribulose, D-Mannonate, L-Arabitol, D-Tagaturonate, 3-Dehydro-L-gulonate, Pectin, CDP-ribitol, L-Gulonate, D-Altronate, D-Fructuronate, D-Ribitol 5-phosphate, L-Ribulose 5-phosphate, L-Lyxose, D-Arabitol, D-Xylonolactone, Digalacturonate, L-Glyceraldehyde, D-Xylono-1,4-lactone, beta-D-Glucuronoside, L-Xylulose 5-phosphate, 2-Dehydro-3-deoxy-D-xylonate, 5-Dehydro-4-deoxy-D-glucuronate, (4S)-4,6-Dihydroxy-2,5-dioxohexanoate, (4R,5S)-4,5,6-Trihydroxy-2,3-dioxohexanoate, D-Glucuronate 1-phosphate, L-Xylonate, L-Lyxonate, 4-(4-Deoxy-alpha-D-gluc-4-enuronosyl)-D-galacturonate, L-Xylulose 1-phosphate, 3-Dehydro-L-gulonate 6-phosphate, L-Galactonate, 2-Dehydro-3-deoxy-L-galactonate, D-Ribulose 1-phosphate
