name	nAnno	nOverlap	fc	zscore	pvalue	adjp	or	CIl	CIu	distance	namespace	members_Overlap	members_Overlap_keggid	members_Anno_keggid	members_Anno
Fructose and mannose metabolism	54	1	8.06	2.51	0.0061	0.02	9.37	0.2	79.3	1	Customised	alpha-D-Glucose	C00267	C00095, C00096, C00111, C00118, C00159, C00186, C00247, C00267, C00275, C00325, C00392, C00424, C00464, C00507, C00577, C00636, C00644, C00665, C00794, C00861, C00976, C01019, C01094, C01096, C01099, C01131, C01222, C01355, C01487, C01720, C01721, C01768, C01934, C02431, C02492, C02888, C02962, C02977, C02985, C02991, C03117, C03267, C03827, C03979, C05144, C05345, C05378, C05392, C06192, C11516, C11544, C18028, C18096, C20781	D-Fructose, GDP-mannose, Glycerone phosphate, D-Glyceraldehyde 3-phosphate, D-Mannose, (S)-Lactate, L-Sorbose, alpha-D-Glucose, D-Mannose 6-phosphate, GDP-L-fucose, Mannitol, (S)-Lactaldehyde, Mannan, L-Rhamnose, D-Glyceraldehyde, D-Mannose 1-phosphate, D-Mannitol 1-phosphate, beta-D-Fructose 2,6-bisphosphate, D-Sorbitol, L-Rhamnulose, GDP-D-mannuronate, 6-Deoxy-L-galactose, D-Fructose 1-phosphate, Sorbitol 6-phosphate, L-Fuculose 1-phosphate, L-Rhamnulose 1-phosphate, GDP-4-dehydro-6-deoxy-D-mannose, Fructan, D-Allose, L-Fuconate, L-Fuculose, (Alginate)n, L-Rhamnonate, L-Rhamnofuranose, 1,4-beta-D-Mannan, Sorbose 1-phosphate, D-Allose 6-phosphate, GDP-6-deoxy-D-talose, L-Fucose 1-phosphate, L-Rhamnono-1,4-lactone, GDP-6-deoxy-D-mannose, beta-D-Fructose 2-phosphate, 2-Dehydro-3-deoxy-L-fuconate, 2-Dehydro-3-deoxy-L-rhamnonate, (beta-D-Mannuronate)n, beta-D-Fructose 6-phosphate, beta-D-Fructose 1,6-bisphosphate, Oligouronide with 4-deoxy-alpha-L-erythro-hex-4-enopyranuronosyl group, ADP-mannose, 2-(alpha-D-Mannosyl)-3-phosphoglycerate, 2-O-(alpha-D-Mannosyl)-D-glycerate, L-Fucono-1,5-lactone, D-Allulose 6-phosphate, 2,4-Diketo-3-deoxy-L-fuconate
Galactose metabolism	46	1	9.46	2.77	0.0045	0.019	11.1	0.236	94.1	1	Customised	alpha-D-Glucose	C00267	C00029, C00031, C00052, C00085, C00089, C00095, C00103, C00111, C00116, C00118, C00124, C00137, C00159, C00243, C00267, C00446, C00492, C00577, C00668, C00794, C00795, C00880, C00984, C01097, C01113, C01132, C01216, C01235, C01286, C01613, C01697, C02262, C02669, C03383, C03733, C03785, C05396, C05399, C05400, C05401, C05402, C05404, C05796, C06311, C06376, C06377	UDP-glucose, D-Glucose, UDP-alpha-D-galactose, D-Fructose 6-phosphate, Sucrose, D-Fructose, D-Glucose 1-phosphate, Glycerone phosphate, Glycerol, D-Glyceraldehyde 3-phosphate, D-Galactose, myo-Inositol, D-Mannose, Lactose, alpha-D-Glucose, alpha-D-Galactose 1-phosphate, Raffinose, D-Glyceraldehyde, alpha-D-Glucose 6-phosphate, D-Sorbitol, D-Tagatose, D-Galactonate, alpha-D-Galactose, D-Tagatose 6-phosphate, D-Galactose 6-phosphate, N-Acetyl-D-galactosamine, 2-Dehydro-3-deoxy-D-galactonate, alpha-D-Galactosyl-(1->3)-1D-myo-inositol, 2-Dehydro-3-deoxy-6-phospho-D-galactonate, Stachyose, Galactitol, D-Galactosamine, D-Galactono-1,5-lactone, D-Galactono-1,4-lactone, UDP-alpha-D-galactofuranose, D-Tagatose 1,6-bisphosphate, Lactose 6'-phosphate, Melibiitol, Epimelibiose, 3-beta-D-Galactosyl-sn-glycerol, Melibiose, D-Gal alpha 1->6D-Gal alpha 1->6D-Glucose, Galactan, Galactitol 1-phosphate, N-Acetyl-D-galactosamine 6-phosphate, D-Galactosamine 6-phosphate
Glycine, serine and threonine metabolism	48	1	9.07	2.7	0.0049	0.019	10.6	0.226	89.9	1	Customised	Pyruvate	C00022	C00011, C00014, C00022, C00037, C00048, C00049, C00065, C00078, C00097, C00101, C00109, C00114, C00143, C00168, C00188, C00197, C00213, C00258, C00263, C00300, C00430, C00441, C00546, C00576, C00581, C00631, C00719, C00740, C00986, C01005, C01026, C01102, C01242, C01888, C02051, C02291, C02737, C02972, C03082, C03194, C03232, C03283, C03508, C05519, C06231, C06442, C16432, C19929	CO2, Ammonia, Pyruvate, Glycine, Glyoxylate, L-Aspartate, L-Serine, L-Tryptophan, L-Cysteine, Tetrahydrofolate, 2-Oxobutanoate, Choline, 5,10-Methylenetetrahydrofolate, Hydroxypyruvate, L-Threonine, 3-Phospho-D-glycerate, Sarcosine, D-Glycerate, L-Homoserine, Creatine, 5-Aminolevulinate, L-Aspartate 4-semialdehyde, Methylglyoxal, Betaine aldehyde, Guanidinoacetate, 2-Phospho-D-glycerate, Betaine, D-Serine, 1,3-Diaminopropane, O-Phospho-L-serine, N,N-Dimethylglycine, O-Phospho-L-homoserine, [Protein]-S8-aminomethyldihydrolipoyllysine, Aminoacetone, Lipoylprotein, L-Cystathionine, Phosphatidylserine, Dihydrolipoylprotein, 4-Phospho-L-aspartate, (R)-1-Aminopropan-2-ol, 3-Phosphonooxypyruvate, L-2,4-Diaminobutanoate, L-2-Amino-3-oxobutanoic acid, L-Allothreonine, Ectoine, N(gamma)-Acetyldiaminobutyrate, 5-Hydroxyectoine, N(alpha)-Acetyl-L-2,4-diaminobutyrate
Glycolysis / Gluconeogenesis	31	2	28.1	7.27	3.2e-05	0.0013	41.2	3.77	266	1	Customised	Pyruvate, alpha-D-Glucose	C00022, C00267	C00022, C00024, C00031, C00033, C00036, C00068, C00074, C00084, C00103, C00111, C00118, C00186, C00197, C00221, C00236, C00267, C00469, C00631, C00668, C01159, C01172, C01451, C05125, C05345, C05378, C06186, C06187, C06188, C15972, C15973, C16255	Pyruvate, Acetyl-CoA, D-Glucose, Acetate, Oxaloacetate, Thiamin diphosphate, Phosphoenolpyruvate, Acetaldehyde, D-Glucose 1-phosphate, Glycerone phosphate, D-Glyceraldehyde 3-phosphate, (S)-Lactate, 3-Phospho-D-glycerate, beta-D-Glucose, 3-Phospho-D-glyceroyl phosphate, alpha-D-Glucose, Ethanol, 2-Phospho-D-glycerate, alpha-D-Glucose 6-phosphate, 2,3-Bisphospho-D-glycerate, beta-D-Glucose 6-phosphate, Salicin, 2-(alpha-Hydroxyethyl)thiamine diphosphate, beta-D-Fructose 6-phosphate, beta-D-Fructose 1,6-bisphosphate, Arbutin, Arbutin 6-phosphate, Salicin 6-phosphate, Enzyme N6-(lipoyl)lysine, Enzyme N6-(dihydrolipoyl)lysine, [Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine
Glyoxylate and dicarboxylate metabolism	64	2	13.6	4.89	0.00029	0.0059	19.1	1.79	119	1	Customised	Pyruvate, L-Glutamine	C00022, C00064	C00007, C00011, C00014, C00022, C00024, C00025, C00026, C00027, C00033, C00036, C00037, C00042, C00048, C00058, C00064, C00065, C00091, C00100, C00111, C00136, C00149, C00158, C00160, C00168, C00197, C00209, C00258, C00266, C00311, C00313, C00332, C00417, C00552, C00631, C00683, C00798, C00877, C00888, C00898, C00975, C00988, C01127, C01146, C01182, C01213, C01380, C01732, C01989, C01990, C02123, C02405, C03217, C03459, C03548, C03561, C03618, C04348, C06027, C06028, C06049, C18026, C18324, C20238, C22337	Oxygen, CO2, Ammonia, Pyruvate, Acetyl-CoA, L-Glutamate, 2-Oxoglutarate, Hydrogen peroxide, Acetate, Oxaloacetate, Glycine, Succinate, Glyoxylate, Formate, L-Glutamine, L-Serine, Succinyl-CoA, Propanoyl-CoA, Glycerone phosphate, Butanoyl-CoA, (S)-Malate, Citrate, Glycolate, Hydroxypyruvate, 3-Phospho-D-glycerate, Oxalate, D-Glycerate, Glycolaldehyde, Isocitrate, Oxalyl-CoA, Acetoacetyl-CoA, cis-Aconitate, meso-Tartaric acid, 2-Phospho-D-glycerate, (S)-Methylmalonyl-CoA, Formyl-CoA, Crotonoyl-CoA, Pentanoyl-CoA, (R,R)-Tartaric acid, Dihydroxyfumarate, 2-Phosphoglycolate, 4-Hydroxy-2-oxoglutarate, 2-Hydroxy-3-oxopropanoate, D-Ribulose 1,5-bisphosphate, (R)-Methylmalonyl-CoA, Ethylene glycol, Mesaconate, 3-Ethylmalate, 3-Oxalomalate, 3-Propylmalate, Formyl phosphate, 2-Hydroxy-3-oxoadipate, 2-Hydroxy-3-oxosuccinate, trans-2,3-Epoxysuccinate, (R)-3-Hydroxybutanoyl-CoA, L-threo-3-Methylaspartate, L-Malyl-CoA, L-erythro-3-Methylmalyl-CoA, 2-Methylfumaryl-CoA, N-Formylderivatives, (2S)-Ethylmalonyl-CoA, (2S)-Methylsuccinyl-CoA, (2R)-Ethylmalonyl-CoA, D-Ribulose 1-phosphate
Linoleic acid metabolism	28	1	15.5	3.71	0.0017	0.012	18.5	0.39	161	1	Customised	9(10)-EpOME	C14825	C00157, C00219, C01595, C03242, C04056, C04717, C06426, C07289, C07338, C07354, C14762, C14765, C14766, C14767, C14825, C14826, C14827, C14828, C14829, C14831, C14832, C14833, C14834, C14835, C14836, C14837, C19937, C20186	Phosphatidylcholine, Arachidonate, Linoleate, Dihomo-gamma-linolenate, Rumenic acid, (9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoic acid, (6Z,9Z,12Z)-Octadecatrienoic acid, Crepenynate, (9Z,12Z)-(11S)-11-Hydroperoxyoctadeca-9,12-dienoic acid, (7S,8S)-DiHODE, 13(S)-HODE, 13-OxoODE, 9-OxoODE, 9(S)-HODE, 9(10)-EpOME, 12(13)-EpOME, 9(S)-HPODE, 9,10-DHOME, 12,13-DHOME, 8(R)-HPODE, 12,13-Epoxy-9-hydroxy-10-octadecenoate, 9,12,13-TriHOME, 9,10-Epoxy-13-hydroxy-11-octadecenoate, 9,10,13-TriHOME, 9,10-12,13-Diepoxyoctadecanoate, 9,10-Dihydroxy-12,13-epoxyoctadecanoate, (8E,10R,12Z)-10-Hydroperoxy-8,12-octadecadienoate, 5S,8R-DiHODE
Lysine degradation	51	1	8.54	2.6	0.0055	0.02	9.94	0.212	84.2	1	Customised	L-Pipecolate	C00408	C00024, C00026, C00037, C00042, C00047, C00136, C00164, C00322, C00332, C00408, C00431, C00449, C00450, C00487, C00489, C00527, C00739, C00877, C00956, C00990, C01087, C01142, C01144, C01149, C01181, C01186, C01211, C01259, C01672, C02188, C02727, C03087, C03196, C03239, C03273, C03366, C03656, C03793, C04020, C04076, C04092, C04487, C05161, C05231, C05544, C05545, C05546, C05548, C05825, C12455, C16741	Acetyl-CoA, 2-Oxoglutarate, Glycine, Succinate, L-Lysine, Butanoyl-CoA, Acetoacetate, 2-Oxoadipate, Acetoacetyl-CoA, L-Pipecolate, 5-Aminopentanoate, N6-(L-1,3-Dicarboxypropyl)-L-lysine, (S)-2,3,4,5-Tetrahydropyridine-2-carboxylate, Carnitine, Glutarate, Glutaryl-CoA, D-Lysine, Crotonoyl-CoA, L-2-Aminoadipate, 5-Aminopentanamide, (R)-2-Hydroxyglutarate, (3S)-3,6-Diaminohexanoate, (S)-3-Hydroxybutanoyl-CoA, 4-Trimethylammoniobutanal, 4-Trimethylammoniobutanoate, (3S,5S)-3,5-Diaminohexanoate, Procollagen 5-hydroxy-L-lysine, (3S)-3-Hydroxy-N6,N6,N6-trimethyl-L-lysine, Cadaverine, Protein lysine, N6-Acetyl-L-lysine, 5-Acetamidopentanoate, (S)-2-Hydroxyglutarate, 6-Amino-2-oxohexanoate, 5-Oxopentanoate, 5-Phosphooxy-L-lysine, (S)-5-Amino-3-oxohexanoic acid, N6,N6,N6-Trimethyl-L-lysine, D-Lysopine, L-2-Aminoadipate 6-semialdehyde, Delta1-Piperideine-2-carboxylate, 5-(D-Galactosyloxy)-L-lysine-procollagen, (2R,5S)-2,5-Diaminohexanoate, L-3-Aminobutyryl-CoA, Protein N6-methyl-L-lysine, Protein N6,N6-dimethyl-L-lysine, Protein N6,N6,N6-trimethyl-L-lysine, 6-Acetamido-2-oxohexanoate, 2-Amino-5-oxohexanoate, 5-Aminopentanal, L-Hydroxylysine
Nicotinate and nicotinamide metabolism	54	1	8.06	2.51	0.0061	0.02	9.37	0.2	79.3	1	Customised	Pyruvate	C00022	C00003, C00006, C00022, C00042, C00049, C00111, C00122, C00153, C00163, C00232, C00253, C00334, C00455, C00857, C00922, C01020, C01056, C01059, C01185, C01297, C01384, C01596, C02295, C02918, C02930, C03043, C03056, C03150, C03458, C03652, C03722, C04226, C05380, C05840, C05841, C05842, C05843, C06178, C15523, C15986, C15987, C16150, C16151, C16152, C16159, C16390, C18232, C19567, C19569, C19631, C20361, C20381, C21075, C21154	NAD+, NADP+, Pyruvate, Succinate, L-Aspartate, Glycerone phosphate, Fumarate, Nicotinamide, Propanoate, Succinate semialdehyde, Nicotinate, 4-Aminobutanoate, Nicotinamide D-ribonucleotide, Deamino-NAD+, 2,3-Dimethylmaleate, 6-Hydroxynicotinate, (S)-6-Hydroxynicotine, 2,5-Dihydroxypyridine, Nicotinate D-ribonucleotide, 6-Hydroxypseudooxynicotine, Maleic acid, Maleamate, Methylitaconate, 1-Methylnicotinamide, 2-Methyleneglutarate, (R)-6-Hydroxynicotine, 2,6-Dihydroxypyridine, Nicotinamide-beta-riboside, 2,3,6-Trihydroxypyridine, (2R,3S)-2,3-Dimethylmalate, Quinolinate, 6-Oxo-1,4,5,6-tetrahydronicotinate, Nicotinurate, Iminoaspartate, Nicotinate D-ribonucleoside, N1-Methyl-2-pyridone-5-carboxamide, N1-Methyl-4-pyridone-5-carboxamide, 1-Methylpyrrolinium, 2,6-Dihydroxynicotinate, 2,6-Dihydroxypseudooxynicotine, 4-Methylaminobutyrate, (R,S)-Nicotine, 2,6-Dihydroxy-N-methylmyosmine, Blue pigment, 2-Formylglutarate, (S)-2-(Hydroxymethyl)glutarate, N-Formylmaleamic acid, 4-Oxo-1-(3-pyridyl)-1-butanone, 3-Succinoylpyridine, 6-Hydroxy-3-succinoylpyridine, Pseudooxynicotine, 3,3'-Bipyridine-2,2',5,5',6,6'-hexol, 5-(N-Methyl-4,5-dihydro-1H-pyrrol-2-yl)pyridin-2-ol, N-Methylmyosmine
Nitrogen metabolism	19	1	22.9	4.6	0.00076	0.0098	27.8	0.577	247	1	Customised	L-Glutamine	C00064	C00011, C00014, C00025, C00058, C00064, C00088, C00169, C00192, C00244, C00288, C00488, C00533, C00697, C00726, C00887, C01417, C01563, C05361, C06058	CO2, Ammonia, L-Glutamate, Formate, L-Glutamine, Nitrite, Carbamoyl phosphate, Hydroxylamine, Nitrate, HCO3-, Formamide, Nitric oxide, Nitrogen, Nitrile, Nitrous oxide, Cyanate, Carbamate, Hydrazine, Nitroalkane
Pantothenate and CoA biosynthesis	30	1	14.5	3.57	0.0019	0.012	17.2	0.364	150	1	Customised	Pyruvate	C00022	C00010, C00022, C00049, C00054, C00097, C00099, C00106, C00141, C00183, C00229, C00429, C00522, C00750, C00831, C00864, C00882, C00966, C01053, C01088, C01134, C02642, C03492, C03688, C04079, C04272, C04352, C05665, C05944, C06010, C18911	CoA, Pyruvate, L-Aspartate, Adenosine 3',5'-bisphosphate, L-Cysteine, beta-Alanine, Uracil, 3-Methyl-2-oxobutanoic acid, L-Valine, Acyl-carrier protein, 5,6-Dihydrouracil, (R)-Pantoate, Spermine, Pantetheine, Pantothenate, Dephospho-CoA, 2-Dehydropantoate, (R)-4-Dehydropantoate, (R)-3,3-Dimethylmalate, Pantetheine 4'-phosphate, 3-Ureidopropionate, D-4'-Phosphopantothenate, Apo-[acyl-carrier-protein], N-((R)-Pantothenoyl)-L-cysteine, (R)-2,3-Dihydroxy-3-methylbutanoate, (R)-4'-Phosphopantothenoyl-L-cysteine, 3-Aminopropanal, Pantothenol, (S)-2-Acetolactate, (R)-4-Phosphopantoate
Pentose and glucuronate interconversions	58	1	7.5	2.4	0.007	0.02	8.7	0.186	73.5	1	Customised	Pyruvate	C00022	C00022, C00026, C00029, C00103, C00111, C00116, C00167, C00181, C00191, C00199, C00204, C00216, C00231, C00259, C00266, C00309, C00310, C00312, C00333, C00379, C00433, C00470, C00474, C00476, C00502, C00508, C00514, C00532, C00558, C00618, C00714, C00789, C00800, C00817, C00905, C01068, C01101, C01508, C01904, C02266, C02273, C02426, C02753, C03033, C03291, C03826, C04053, C04349, C04575, C05385, C05411, C05412, C06118, C06441, C14899, C15930, C20680, C22337	Pyruvate, 2-Oxoglutarate, UDP-glucose, D-Glucose 1-phosphate, Glycerone phosphate, Glycerol, UDP-glucuronate, D-Xylose, D-Glucuronate, D-Ribulose 5-phosphate, 2-Dehydro-3-deoxy-D-gluconate, D-Arabinose, D-Xylulose 5-phosphate, L-Arabinose, Glycolaldehyde, D-Ribulose, D-Xylulose, L-Xylulose, D-Galacturonate, Xylitol, 2,5-Dioxopentanoate, Pectate, Ribitol, D-Lyxose, D-Xylonate, L-Ribulose, D-Mannonate, L-Arabitol, D-Tagaturonate, 3-Dehydro-L-gulonate, Pectin, CDP-ribitol, L-Gulonate, D-Altronate, D-Fructuronate, D-Ribitol 5-phosphate, L-Ribulose 5-phosphate, L-Lyxose, D-Arabitol, D-Xylonolactone, Digalacturonate, L-Glyceraldehyde, D-Xylono-1,4-lactone, beta-D-Glucuronoside, L-Xylulose 5-phosphate, 2-Dehydro-3-deoxy-D-xylonate, 5-Dehydro-4-deoxy-D-glucuronate, (4S)-4,6-Dihydroxy-2,5-dioxohexanoate, (4R,5S)-4,5,6-Trihydroxy-2,3-dioxohexanoate, D-Glucuronate 1-phosphate, L-Xylonate, L-Lyxonate, 4-(4-Deoxy-alpha-D-gluc-4-enuronosyl)-D-galacturonate, L-Xylulose 1-phosphate, 3-Dehydro-L-gulonate 6-phosphate, L-Galactonate, 2-Dehydro-3-deoxy-L-galactonate, D-Ribulose 1-phosphate
Pentose phosphate pathway	36	1	12.1	3.21	0.0027	0.014	14.3	0.303	122	1	Customised	Pyruvate	C00022	C00022, C00031, C00117, C00118, C00119, C00121, C00197, C00198, C00199, C00204, C00221, C00231, C00257, C00258, C00279, C00345, C00577, C00620, C00631, C00668, C00672, C00673, C01151, C01172, C01182, C01218, C01236, C01801, C03752, C04442, C05345, C05378, C05382, C06019, C06473, C20589	Pyruvate, D-Glucose, D-Ribose 5-phosphate, D-Glyceraldehyde 3-phosphate, 5-Phospho-alpha-D-ribose 1-diphosphate, D-Ribose, 3-Phospho-D-glycerate, D-Glucono-1,5-lactone, D-Ribulose 5-phosphate, 2-Dehydro-3-deoxy-D-gluconate, beta-D-Glucose, D-Xylulose 5-phosphate, D-Gluconic acid, D-Glycerate, D-Erythrose 4-phosphate, 6-Phospho-D-gluconate, D-Glyceraldehyde, alpha-D-Ribose 1-phosphate, 2-Phospho-D-glycerate, alpha-D-Glucose 6-phosphate, 2-Deoxy-D-ribose 1-phosphate, 2-Deoxy-D-ribose 5-phosphate, D-Ribose 1,5-bisphosphate, beta-D-Glucose 6-phosphate, D-Ribulose 1,5-bisphosphate, 6-Phospho-2-dehydro-D-gluconate, D-Glucono-1,5-lactone 6-phosphate, Deoxyribose, 2-Amino-2-deoxy-D-gluconate, 2-Dehydro-3-deoxy-6-phospho-D-gluconate, beta-D-Fructose 6-phosphate, beta-D-Fructose 1,6-bisphosphate, Sedoheptulose 7-phosphate, D-arabino-Hex-3-ulose 6-phosphate, 2-Keto-D-gluconic acid, D-Glucosaminate-6-phosphate
Phenylalanine metabolism	49	1	8.88	2.67	0.0051	0.019	10.4	0.221	88.2	1	Customised	Pyruvate	C00022	C00022, C00024, C00042, C00079, C00082, C00084, C00091, C00122, C00166, C00423, C00512, C00582, C00596, C00601, C00642, C01198, C01772, C02137, C02232, C02265, C02505, C02763, C03519, C03589, C04044, C04148, C04479, C05332, C05593, C05598, C05607, C05629, C05852, C05853, C06207, C07086, C11457, C11588, C12621, C12622, C12623, C12624, C14144, C14145, C15524, C19945, C19946, C19975, C20062	Pyruvate, Acetyl-CoA, Succinate, L-Phenylalanine, L-Tyrosine, Acetaldehyde, Succinyl-CoA, Fumarate, Phenylpyruvate, trans-Cinnamate, Benzoyl-CoA, Phenylacetyl-CoA, 2-Hydroxy-2,4-pentadienoate, Phenylacetaldehyde, 4-Hydroxyphenylacetate, 3-(2-Hydroxyphenyl)propanoate, trans-2-Hydroxycinnamate, alpha-Oxo-benzeneacetic acid, 3-Oxoadipyl-CoA, D-Phenylalanine, 2-Phenylacetamide, 2-Hydroxy-3-phenylpropenoate, N-Acetyl-L-phenylalanine, 4-Hydroxy-2-oxopentanoate, 3-(2,3-Dihydroxyphenyl)propanoate, Phenylacetylglutamine, 2-Hydroxy-6-oxonona-2,4-diene-1,9-dioate, Phenethylamine, 3-Hydroxyphenylacetate, Phenylacetylglycine, Phenyllactate, Phenylpropanoate, 2-Hydroxyphenylacetate, Phenylethyl alcohol, 2,6-Dihydroxyphenylacetate, Phenylacetic acid, 3-(3-Hydroxyphenyl)propanoic acid, cis-3-(Carboxy-ethyl)-3,5-cyclo-hexadiene-1,2-diol, trans-3-Hydroxycinnamate, cis-3-(3-Carboxyethenyl)-3,5-cyclohexadiene-1,2-diol, trans-2,3-Dihydroxycinnamate, 2-Hydroxy-6-ketononatrienedioate, 5-Carboxy-2-pentenoyl-CoA, (3S)-3-Hydroxyadipyl-CoA, Phenylglyoxylyl-CoA, 3-Oxo-5,6-dehydrosuberyl-CoA, 3-Oxo-5,6-dehydrosuberyl-CoA semialdehyde, 2-Oxepin-2(3H)-ylideneacetyl-CoA, 2-(1,2-Epoxy-1,2-dihydrophenyl)acetyl-CoA
Phosphonate and phosphinate metabolism	56	1	7.77	2.45	0.0066	0.02	9.02	0.193	76.3	1	Customised	Pyruvate	C00022	C00022, C00033, C00037, C00058, C00074, C00084, C00117, C01151, C01438, C02798, C03167, C03557, C04650, C05672, C05673, C05674, C05675, C05676, C05677, C05678, C05679, C05680, C05681, C05682, C05683, C06367, C06368, C06451, C06455, C06456, C06457, C06459, C17940, C17941, C17942, C17943, C17944, C17945, C17947, C17948, C17949, C17950, C17951, C17952, C17960, C17961, C17962, C20396, C20422, C20423, C20440, C20986, C21372, C21403, C21404, C21613	Pyruvate, Acetate, Glycine, Formate, Phosphoenolpyruvate, Acetaldehyde, D-Ribose 5-phosphate, D-Ribose 1,5-bisphosphate, Methane, 3-Phosphonopyruvate, Phosphonoacetaldehyde, 2-Aminoethylphosphonate, L-Phosphinothricin, 2-Amino-3-phosphonopropanoate, CMP-2-aminoethylphosphonate, CMP-N-trimethyl-2-aminoethylphosphonate, Diacylglyceryl-2-aminoethylphosphonate, Diacylglyceryl-N-trimethyl-2-aminoethylphosphonate, Lipophosphonoglycan, (2-Amino-1-hydroxyethyl)phosphonate, N-Monomethyl-2-aminoethylphosphonate, N-Dimethyl-2-aminoethylphosphonate, Ceramide 2-aminoethylphosphonate, Phosphonoacetate, Ciliatocholate, 1-Carboxyvinyl carboxyphosphonate, 3-(Hydrohydroxyphosphoryl)pyruvate, 2-Hydroxyethylphosphonate, Hydroxymethylphosphonate, Phosphonoformate, Bialaphos, N-Trimethyl-2-aminoethylphosphonate, Rhizocticin B, 2-Oxo-4-phosphonobutanoate, FR 900098, Formylphosphonate, Rhizocticin A, Phosphonoformyl-CMP, 2-Phosphinomethylmalate, Deamino-alpha-keto-demethylphosphinothricin, N-Acetyldemethylphosphinothricin, N-Acetyldemethylphosphinothricin tripeptide, N-Acetylbialaphos, N-Acetylphosphinothricin, Rhizocticin C, Rhizocticin D, Demethylphosphinothricin, Methylphosphonate, alpha-D-Ribose 1-methylphosphonate 5-triphosphate, alpha-D-Ribose 1-methylphosphonate 5-phosphate, alpha-D-Ribose 1,2-cyclic phosphate 5-phosphate, D-Ribose 2,5-bisphosphate, 3-Phosphinomethylmalate, 2-Acetamidoethylphosphonate, N-Ethylacetamide, (R)-2-(Phosphonomethyl)malate
Purine metabolism	101	1	4.31	1.62	0.02	0.05	4.89	0.105	40.9	1	Customised	L-Glutamine	C00064	C00002, C00008, C00011, C00014, C00020, C00035, C00037, C00039, C00044, C00046, C00048, C00053, C00054, C00059, C00064, C00081, C00086, C00104, C00117, C00119, C00130, C00131, C00144, C00147, C00169, C00206, C00209, C00212, C00224, C00242, C00262, C00286, C00288, C00294, C00301, C00330, C00360, C00361, C00362, C00366, C00385, C00387, C00499, C00559, C00575, C00603, C00620, C00655, C00700, C00802, C00942, C01228, C01260, C01261, C01344, C01345, C01367, C01444, C01762, C02091, C02348, C02350, C02353, C02718, C03090, C03373, C03483, C03614, C03794, C03838, C04051, C04376, C04392, C04494, C04640, C04677, C04734, C04751, C04823, C05239, C05512, C05513, C05515, C05516, C05993, C06193, C06194, C06195, C06196, C06197, C06433, C06435, C11821, C12248, C15667, C22395, C22441, C22442, C22443, C22499, C22500	ATP, ADP, CO2, Ammonia, AMP, GDP, Glycine, DNA, GTP, RNA, Glyoxylate, 3'-Phosphoadenylyl sulfate, Adenosine 3',5'-bisphosphate, Sulfate, L-Glutamine, ITP, Urea, IDP, D-Ribose 5-phosphate, 5-Phospho-alpha-D-ribose 1-diphosphate, IMP, dATP, GMP, Adenine, Carbamoyl phosphate, dADP, Oxalate, Adenosine, Adenylyl sulfate, Guanine, Hypoxanthine, dGTP, HCO3-, Inosine, ADP-ribose, Deoxyguanosine, dAMP, dGDP, dGMP, Urate, Xanthine, Guanosine, Allantoate, Deoxyadenosine, 3',5'-Cyclic AMP, (S)-Ureidoglycolate, alpha-D-Ribose 1-phosphate, Xanthosine 5'-phosphate, XTP, Oxalureate, 3',5'-Cyclic GMP, Guanosine 3',5'-bis(diphosphate), P1,P4-Bis(5'-adenosyl)tetraphosphate, P1,P4-Bis(5'-guanosyl) tetraphosphate, dIDP, dITP, 3'-AMP, Oxamate, Xanthosine, (S)-Ureidoglycine, (R)(-)-Allantoin, (S)-Allantoin, 2',3'-Cyclic AMP, N-Formiminoglycine, 5-Phosphoribosylamine, Aminoimidazole ribotide, Adenosine tetraphosphate, Inosine 5'-tetraphosphate, N6-(1,2-Dicarboxyethyl)-AMP, 5'-Phosphoribosylglycinamide, 5-Amino-4-imidazolecarboxyamide, 5'-Phosphoribosyl-N-formylglycinamide, P1,P4-Bis(5'-xanthosyl) tetraphosphate, Guanosine 3'-diphosphate 5'-triphosphate, 2-(Formamido)-N1-(5'-phosphoribosyl)acetamidine, 1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide, 1-(5'-Phosphoribosyl)-5-formamido-4-imidazolecarboxamide, 1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate, 1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole, 5-Aminoimidazole, Deoxyinosine, Urate-3-ribonucleoside, 5-Ureido-4-imidazole carboxylate, 5-Amino-4-imidazole carboxylate, Acetyl adenylate, Guanosine 3'-phosphate, 2',3'-Cyclic GMP, Imidazolone, 2'-Deoxyinosine 5'-phosphate, P1,P3-Bis(5'-adenosyl) triphosphate, 5'-Benzoylphosphoadenosine, 5'-Butyrylphosphoinosine, 5-Hydroxyisourate, 5-Hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate, 5-Carboxyamino-1-(5-phospho-D-ribosyl)imidazole, 2-Amino-2'-deoxy-N6-[(2S)-succino]adenylate, 2-Amino-2'-deoxyadenosine 5'-monophosphate, 2-Amino-2'-deoxyadenosine 5'-diphosphate, 2-Amino-2'-deoxyadenosine 5'-triphosphate, C22499, C22500
