ID	sim.cpd.data
C02634	0.941726619
C02430	-2.345219494
C12626	1.366844857
C06006	0.863015967
C06150	0.911479265
C03313	-0.705849246
C06875	-0.414461895
C02505	2.27463904
C01529	1.041320745
C01301	-0.60731118
C01571	0.391598412
C02347	1.252527919
C06273	-0.842004751
C07323	0.917396619
C14147	-0.067605598
C06312	-2.071912136
C09329	0.336658231
C11208	1.086710188
C08365	0.139758526
C02557	-0.342947779
C06899	0.261674859
C12486	0.418336807
C06112	-0.381700744
C05852	-0.785914425
C03312	0.781295325
C05801	-0.517667553
C01079	-1.650028169
C02682	1.658627906
C11933	0.632367542
C00226	0.787771051
C01904	-1.985443585
C05272	-2.027867938
C00379	-0.316878705
C03232	-1.163050118
C03444	-2.554234083
C02147	-1.082265137
C13734	-0.256515335
C04586	0.050091114
C06411	-0.361649062
C08050	-0.668618525
C16633	-1.002260852
C00489	0.544294243
C12370	-2.62793294
C08386	0.476272405
C02477	-0.313848123
C12978	-0.36165783
C00182	1.314669846
C00917	0.172744589
C08599	2.818502855
C09666	-0.067758547
C08896	0.35048743
C07890	0.098489764
C01356	0.393040792
C05479	-0.548416436
C02537	-2.086417778
C03623	-0.918872249
C09426	1.434604232
C15221	-0.771592288
C04318	0.343440789
C14572	-0.668536461
C16795	-1.28601877
C04625	-1.237370696
C11033	-1.034597089
C07842	1.19219569
C09162	1.768509614
C01041	2.003281574
C08313	1.164607783
C11134	-1.588091434
C10101	-0.225188423
C01097	-1.153235171
C05650	-1.551160886
C01448	0.950967179
C07839	-0.888357503
C00414	1.05470418
C15536	-0.621899192
C08645	1.787787171
C01495	0.64333333
C03196	-0.001397088
C05271	-0.230479378
C01250	-0.689601199
C04743	0.836789103
C14701	0.187840782
C14168	1.117216292
C08868	0.512765036
C04902	0.405031898
C03476	-0.272734163
C12260	-1.353848635
C01222	-0.407414976
C06503	0.642516726
C01433	-0.068487989
C07626	0.388477276
C08401	0.231682367
C11316	0.478582668
C00538	-0.156137115
C05575	1.794054441
C16529	-1.100035563
C00003	-1.355368975
C03093	0.251333176
C06665	-0.55657009
C13086	0.669031728
C04036	1.262363674
C15770	0.513171144
C06076	0.476516743
C04794	-0.516807256
C01792	-1.09850646
C07573	-1.769319317
C12013	-0.899478754
C11754	0.140583
C05227	0.313974162
C05382	2.361210832
C06539	0.513529204
C08113	-1.488501175
C08612	0.336417629
C05773	-0.216379392
C06817	0.422743929
C13553	0.004274093
C04590	1.189351694
C03228	-0.070278932
C03455	0.053018126
C02066	-0.184435004
C06710	0.504317073
C00832	0.505905306
C02992	-0.667799623
C07258	-0.182969474
C05455	-0.554286088
C02133	-0.492028807
C07207	-0.252197466
C06586	1.312929749
C07999	-0.655736996
C07245	-0.248641232
C08090	-0.342496567
C04484	-1.272571346
C00287	0.086787316
C01708	-1.039013355
C02645	-0.00464203
C01639	0.608042182
C04849	-0.372247042
C07539	-0.987970093
C08187	-0.015185813
C00483	0.663593411
C11922	-0.791843401
C01378	0.73901651
C02713	-2.150121337
C02391	0.821784911
C01563	1.653753825
C06167	-0.582309783
C03754	-0.774389798
C07532	0.105384233
C06905	1.226524729
C03926	0.606419765
C11736	-0.614532016
C07953	0.3644283
C06473	0.358813134
C05582	0.522382283
C02357	-1.147964933
C19212	-0.070496068
C11513	2.213002775
C00399	-0.223458173
C07148	-0.248644657
C00077	-1.415250468
C01477	-0.290052833
C09183	-0.402525726
C08558	1.285260691
C02350	-1.303949552
C12567	0.007300787
C06037	-1.261269976
C05860	-0.431471199
C01214	0.214842766
C06091	-0.296013958
C02822	0.679345637
C05985	-1.217331026
C02015	-1.508775532
C07755	0.353831314
C01779	2.023978128
C05974	0.522140099
C02962	-0.220789069
C08031	-1.10561652
C07546	1.967727872
C00434	-0.270308314
C10765	0.551162929
C12640	-0.454834081
C04623	-0.702994145
C07130	0.257265352
C12647	-0.915578335
C04521	1.881200634
C01337	1.104323548
C11340	0.523192766
C00850	0.365536985
C02364	-0.005123715
C06612	-0.321690105
C00402	-0.36356473
C05109	0.306364284
C07331	-0.598527824
C04208	-1.05943812
C06022	-0.155436554
C04597	1.148387661
C05998	-1.005988488
C03805	-2.700941838
C16390	-0.334369329
C09328	0.376786001
C06017	-0.622631616
C07502	-2.197232263
C05952	2.278398122
C02613	0.317400535
C01117	-0.798832566
C01278	0.544240334
C01889	-1.332859286
C14361	-0.336842467
C07530	-0.32714911
C02112	0.072882553
C16776	-0.758546479
C03894	0.615267744
C06521	0.230306649
C09916	-1.538910645
C04385	-0.765722729
C15610	-0.689325791
C06847	0.527265897
C07118	-0.978414913
C09813	0.806133287
C08010	-1.627902901
C09731	0.039556529
C08736	-0.008479175
C13008	0.878125315
C07726	-0.909451469
C04926	-2.066348209
C05912	-0.24218227
C06387	-0.466119537
C02659	0.837773828
C10517	-0.986648492
C18409	0.184434148
C14252	0.379814003
C05842	0.568237094
C06559	-0.116695013
C14831	-0.538888312
C00944	-0.25134521
C06953	0.029796972
C03868	-0.113770845
C00980	1.87473144
C03441	0.201598385
C10976	0.602856326
C01005	-0.882629273
C04067	-0.297656572
C11500	1.401697556
C04576	1.864421627
C00016	-0.921069719
C09538	-0.470041223
C05658	1.184241916
C04850	0.854348936
C06640	1.077273626
C01993	-1.051346162
C15497	-0.686552388
C11516	-0.824999808
C06573	1.051317399
C05389	0.404602859
C04443	0.346534867
C09823	0.07553984
C03848	-1.093992564
C10184	0.941101994
C05269	0.447110236
C04282	-1.676601396
C02003	-0.423455872
C07092	0.126322448
C02020	0.825343305
C08129	0.796897301
C15611	0.628911684
C07500	-0.463175162
C08166	-1.325044197
C01633	-1.191960383
C08866	1.798457074
C06977	0.371728877
C01541	-1.312537745
C00849	0.798841538
C09885	0.546868927
C00105	-0.642776518
C00015	-0.508971467
C00551	1.729842048
C03231	-0.317164855
C03149	0.404872112
C05901	-1.104193402
C18410	-0.975353135
C01612	0.602532775
C11419	0.608203489
C04429	0.061179665
C01642	1.545422847
C08498	-0.218307914
C03036	-0.590734388
C00033	0.174448025
C01766	-0.5651947
C08302	-0.619851743
C10522	0.647362197
C03645	0.693572293
C05418	0.616854427
C13718	-0.061168086
C01457	0.235731158
C13415	-0.831545692
C05501	0.278907598
C00377	0.531004781
C15556	1.055370493
C16261	-0.82811004
C13747	0.334277275
C00804	0.564366291
C03619	0.48857575
C06462	-0.669628456
C02765	0.994008729
C01092	-0.08130382
C03325	1.815865813
C11622	1.697259655
C02538	-1.23292232
C02999	0.17034539
C16149	-0.036597074
C05786	0.006645632
C03050	0.726915086
C15667	0.451896809
C02532	-0.908462815
C14770	-1.151325737
C03070	0.274049282
C03849	0.494129341
C00243	1.018230333
C02509	0.412227512
C01793	0.204436645
C06485	0.70703831
C02632	-0.054730078
C04574	1.021249443
C03797	0.381284586
C02051	0.375197843
C10197	-1.181724011
C07209	-1.343743678
C06548	-0.724644569
C06031	-0.618107981
C00113	-1.792748688
C04293	-3.035598384
C11469	-0.205726144
C08388	-0.441511286
C03990	0.126660638
C12347	0.353737903
C03309	-0.266013935
C05183	1.369226771
C11474	-1.81698348
C13650	-0.846111261
C01460	0.121256016
C07349	-1.164996817
C01861	1.141456757
C04636	-0.782988942
C04468	3.251422548
C00632	-0.132099541
C03289	-0.242831878
C03092	-0.300026307
C06138	-0.507496812
C01884	-2.598708533
C11808	-1.301098282
C08135	1.050294589
C04073	-0.606381379
C00757	-0.928822707
C01367	-0.683247413
C01558	-1.179802455
C07254	2.201741809
C02030	0.578277105
C06176	1.669775824
C02494	-1.031536121
C11879	2.55992472
C03932	1.040774568
C07542	-0.244734122
C06854	-1.210687825
C08118	1.161062517
C12049	-1.722891299
C07370	0.228005136
C00054	0.172377295
C01151	-1.51808565
C00498	-1.217276628
C09869	0.848617575
C05894	0.09919425
C05625	1.85536358
C08102	0.501327712
C07347	2.22670026
C08327	0.673934005
C06703	1.892161038
C04924	0.481953357
C04665	0.88581613
C03939	-0.973112582
C07547	-0.544299675
C05309	-0.356745602
C06567	-1.991793113
C08105	-1.715589896
C11803	1.144305135
C00780	0.522397233
C11028	0.957983586
C07141	1.227282904
C04702	-1.025816634
C05855	1.86176625
C07289	1.404334533
C00666	0.516086747
C00266	-0.724282439
C03509	0.510610682
C00303	1.046161782
C06912	-0.326627869
C05864	-1.578906474
C04188	-0.546396145
C14224	-0.607452698
C01995	0.189732191
C00570	0.713608246
C02872	0.928080815
C04722	-0.764800108
C11866	0.377473607
C02518	0.48418866
C08468	0.955057793
C02917	-0.710141362
C13220	0.026887498
C07075	-0.888330509
C04486	-0.309919426
C00955	0.306349013
C06886	0.746091565
C06644	-0.469470391
C00069	-0.609848861
C05251	-1.24208775
C01917	-0.144918881
C06114	-1.09930917
C12599	-0.891483659
C03640	2.975083431
C01389	-2.402482011
C02222	-0.439141592
C02945	-0.337408222
C00525	-0.017682951
C12987	1.687480905
C06027	2.746601585
C13621	-1.520188762
C03031	0.892073172
C06251	0.858346814
C06772	1.406669247
C08323	-3.207021207
C00671	-0.659383849
C04640	1.028895547
C01090	-1.891042414
C08459	1.427597106
C09898	0.272900366
C06588	-0.214583747
C08162	-0.446655516
C05359	-0.794288904
C00273	-0.999379756
C06456	0.575862256
C03600	0.665210749
C14573	1.13847684
C00823	-0.941584189
C03402	-0.670739728
C01956	0.269199578
C07577	-1.050597022
C02419	-0.515770329
C08348	0.61229557
C08861	-0.486886996
C00139	0.069108607
C10159	-0.55810518
C09824	-0.857340215
C06707	0.100266914
C02661	2.920946145
C03045	0.263684921
C07111	1.083992363
C06372	-2.599423859
C04281	-2.176370116
C11435	1.071944471
C02171	-1.084742863
C06367	-0.31696336
C11434	1.640395204
C03917	-1.232858844
C02221	0.775329972
C06505	-0.207331048
C13632	-0.496505859
C04352	-0.154607234
C05513	1.13936791
C02463	0.752275418
C11130	-0.731428442
C06146	2.531991003
C15874	-2.395864421
C06178	0.710292093
C08163	1.380901922
C04885	0.138057197
C06660	-1.247898494
C13856	0.423331113
C00604	-0.831909835
C06740	0.50421358
C02375	1.465069405
C12569	-0.769356546
C08526	-2.295046356
C06311	0.26962632
C06889	0.570793988
C04806	-0.240486104
C12989	-1.000928692
C17580	0.695215765
C00636	-0.591049115
C04134	-0.887972518
C03971	-0.740150235
C10989	0.978722569
C02580	0.222275301
C03997	-1.455238305
C10543	0.771461226
C06061	-1.897227482
C00943	-0.653912542
C01585	0.897509352
C01719	-0.533908787
C05176	-0.430666963
C04596	-0.110580853
C17277	1.836046343
C04672	-0.709965381
C03846	-1.983306506
C15651	-0.793020026
C17419	1.568235717
C00736	0.142910029
C14786	-0.142797202
C06011	-0.576129566
C07263	-0.684767777
C00672	0.809724221
C01952	0.111095724
C00288	0.145749693
C11627	-0.093921169
C01123	0.113542152
C05172	0.030526335
C03418	-0.518851517
C12390	0.097989991
C01218	-0.078477213
C00389	1.852862516
C00042	1.268580073
C06882	-0.428679114
C13721	-0.855820457
C06269	0.400653855
C06418	2.086775808
C02204	0.234475347
C02977	-0.595334865
C00978	1.719870034
C00576	-2.089231174
C12339	1.499806061
C00192	0.251901315
C03012	0.246663509
C03864	1.198307286
C05202	-0.707953214
C04350	-0.143187082
C12316	-0.300063245
C00418	0.050650048
C04872	0.136005231
C01432	-0.478829824
C14448	0.85309138
C03999	-0.633834481
C02777	-0.277466534
C04307	0.601087978
C06916	0.490010303
C06803	-1.692081069
C04756	-1.072329106
C06830	-0.969030934
C05825	1.692639621
C09544	-0.421902654
C01650	1.189812444
C02017	-0.684977466
C18061	-0.907056038
C07672	-0.702961441
C14200	-0.505468008
C14431	0.338693968
C08415	1.136126738
C06232	-1.025924105
C02780	1.280612814
C01311	-2.603834862
C11523	-0.597124872
C03237	0.283396772
C00283	1.1203044
C02485	-0.7564576
C06437	0.941589386
C08615	-2.75797299
C03690	-0.489708278
C16922	1.021438363
C14108	0.084973243
C03710	-0.841777347
C01468	0.044355146
C07027	0.314467969
C04865	1.094322021
C13834	-0.959892219
C07675	1.133050156
C06827	-0.657684236
C01486	0.581309687
C06758	-1.217043279
C01875	0.513492006
C16352	2.194949013
C12155	0.915166294
C00262	-0.312543299
C14244	0.939134538
C06526	1.276612096
C05634	-0.704569468
C13189	0.03617514
C01288	-0.223145489
C12661	-0.150213292
C09894	0.263465219
C07527	-0.007317743
C06932	-0.43172268
C03109	0.510602624
C02876	-0.146267163
C08263	1.752454139
C02261	0.238148145
C07884	1.935519891
C05453	-0.493758579
C01706	-2.651438265
C03291	-0.161324245
C14165	0.875950799
C05827	1.024110469
C08281	0.681928471
C01467	-0.377620796
C05597	-0.923738263
C10319	-0.807856547
C04520	0.025605091
C14575	-0.769024431
C07876	1.041696664
C03872	-0.297716131
C11010	-1.088938226
C06653	-0.162157673
C03527	-2.527728676
C14605	0.120634327
C05451	0.207051596
C00301	0.577854307
C02614	0.734083247
C04589	0.843310385
C04000	0.639482771
C06930	2.460075712
C14569	-0.654014991
C09816	-1.274635515
C03982	-0.160792659
C00921	1.570088736
C09793	0.893399213
C07879	-0.614964441
C01187	-1.031422269
C00112	0.931777658
C07729	-0.445264216
C14494	-1.282517364
C00696	-0.735922376
C01244	-2.092608885
C07521	1.403502201
C06475	-1.019395169
C01682	-2.227461557
C01169	-0.147110805
C07194	0.985695053
C07846	-0.263510335
C00777	0.442039379
C04760	0.314391621
C00506	0.388363835
C14808	0.365019847
C05118	-0.898979843
C00792	-0.563895213
C13857	-0.709988924
C09845	-0.074996108
C04923	-0.947082792
C06908	0.000375809
C06451	-1.524957401
C13624	0.098351647
C05052	-1.526607821
C07565	-1.325270582
C08613	0.603359481
C04409	-0.097514456
C00233	-0.136624135
C07661	0.922707019
C01414	-1.234566191
C02657	-0.699677075
C16489	-1.486378811
C05258	-0.791825104
C07456	-1.129725738
C04064	0.53605095
C05838	-0.759523849
C11555	0.765859824
C00746	-0.664138927
C06472	-0.152972835
C09836	0.010501745
C04896	0.623558264
C00241	-1.875256079
C09086	-0.247757246
C02988	0.922026039
C06018	-0.081230333
C01450	1.298436002
C05132	-0.864032498
C00664	-0.375373013
C02621	-1.175664469
C02628	1.685581536
C14762	1.237048512
C10500	-0.79910071
C08255	0.100580193
C06408	-0.25216317
C00309	-0.801937996
C04196	0.935022495
C06197	0.893146357
C03772	-1.076208306
C08693	-0.857025979
C04133	-0.881735425
C14177	0.218534467
C06635	-0.594169279
C06518	0.285145022
C00512	-0.442872233
C11263	0.14713775
C01967	0.576178448
C04718	-0.638287615
C19355	-0.248209386
C07719	1.088350412
C00750	-1.3906461
C04886	0.624909587
C00231	0.487331823
C07088	-1.324697846
C06610	0.547276865
C05817	-1.218847595
C08980	-0.158473127
C01099	1.148758155
C04534	0.020878593
C06538	0.765553667
C11237	-0.655065344
C05379	0.148163556
C04573	0.315455608
C03673	-0.229732553
C05908	0.009952137
C11038	-0.229641657
C03239	-1.442668213
C03067	-0.565020557
C05430	0.489069507
C06262	-0.094022605
C17622	-0.481911966
C11039	0.575165923
C05965	0.027293206
C03336	0.715139859
C01115	-1.067220935
C00061	0.74303783
C06659	0.597020267
C02035	0.262509863
C09844	-0.553314045
C07561	2.280705802
C11569	0.554928567
C05021	0.450559276
C09931	0.112322658
C04138	-0.509939474
C04778	0.231207759
C07586	-0.704146005
C00593	-0.512594493
C00326	0.414682306
C16144	1.147191242
C03703	0.383599465
C01008	-0.429882012
C00976	0.390559412
C00416	0.099417316
C00036	-0.526063455
C00829	-0.389963393
C06527	1.630382239
C13978	-0.011427719
C06955	0.319725376
C06474	1.96967879
C03767	-0.598462507
C04667	0.445098842
C07982	-0.758740808
C11909	0.695024075
C04445	-0.479832711
C09239	1.193339334
C01418	0.289720588
C03082	-0.795571498
C00641	-0.143370347
C02012	-0.226209409
C00323	0.471067816
C19262	0.928878437
C00500	-1.587517118
C04346	0.871638735
C04826	0.884718782
C03019	-0.121717965
C00246	2.607474665
C14899	-0.345944055
C07505	-1.222846029
C06082	-1.446618127
C01490	-0.130672743
C01162	1.016973339
C07340	0.834492758
C13636	0.616934836
C03598	-0.047608152
C02888	0.311702073
C06361	-0.30806143
C02001	-0.280672426
C17055	-0.23537159
C08705	1.299123276
C09964	0.195641298
C03000	0.97985755
C02331	-0.721471834
C07051	0.445206426
C04720	-1.411098404
C10783	0.960651114
C01111	-1.716556991
C12059	0.082341507
C02376	-0.466640358
C05616	-0.438481891
C05485	-1.076021545
C14084	0.817540989
C04920	-0.10709997
C05305	1.693798565
C07638	1.103182406
C01327	0.019165752
C00996	-0.461555455
C06517	0.427239017
C01192	1.216765335
C01651	0.483525217
C07080	1.080196827
C03486	-0.677378522
C06746	0.267806926
C01416	0.893414285
C07752	1.039398118
C11043	-0.683186352
C05281	-1.216981955
C02162	1.898780421
C11037	0.450404212
C00261	0.359661513
C05699	-0.028137852
C05147	-0.884925742
C11171	-1.333528978
C03150	0.126616555
C14530	0.454689244
C05961	-0.916901402
C01835	-0.620457566
C11862	1.207665566
C12600	-0.412451988
C08276	-0.978026539
C04167	-0.254628218
C00755	-1.349392823
C17588	-0.81020187
C01488	2.015899028
C02522	-0.381056036
C04185	-0.473130665
C08417	0.7355661
C08428	-0.505643562
C10025	-0.536015302
C14734	-1.181642888
C08460	0.124965752
C02667	0.165455323
C03206	-0.139539099
C15519	1.310616284
C05768	-0.614221567
C02441	0.448868443
C07714	0.231489493
C08122	0.620670839
C00219	-1.561474967
C04287	-0.664415629
C14508	1.206361086
C11040	-1.076436744
C05576	0.3385759
C09155	0.757245194
C14433	-1.130288284
C01892	-0.429250343
C05712	1.05543342
C04083	0.575734211
C00154	-1.044979639
C03985	1.581101926
C04638	-0.729354787
C05401	-0.143168656
C04039	-2.430594176
C02752	-0.737405071
C15797	1.370610577
C09253	0.396201554
C06814	-1.729539157
C03741	-0.368102926
C05688	-0.213033196
C07501	0.005229941
C11821	0.081792344
C07339	-0.662628446
C08848	0.988884659
C01455	-1.108842439
C08606	0.765913982
C08797	0.287307159
C01768	-0.667989727
C13858	-1.555373393
C01637	-0.227252467
C03940	0.866206705
C00590	1.768944657
C13103	-0.350776652
C08837	-0.976712803
C02289	0.645397666
C14795	-1.9965164
C00694	1.940475829
C00345	-0.132279892
C02549	0.064110272
C05980	-0.38602863
C11391	0.459536206
C08492	0.836825303
C06115	-2.433771588
C13880	-0.473145127
C00132	1.74167242
C00178	0.047055549
C05981	0.772321937
C11014	0.89812331
C08357	-0.359213504
C13154	0.248127558
C11455	-0.886587509
C09755	-0.138820963
C07518	1.893997702
C08376	0.623706531
C02921	0.014314217
C06550	-1.049557957
C00575	1.631522368
C01205	1.457510633
C13422	-0.848592532
C02860	-0.6864735
C11169	0.354325211
C07078	0.449578569
C04713	-0.470816912
C02605	-1.263421516
C07468	-0.477787386
C03210	-0.713176884
C06926	-0.94659156
C06442	0.095699887
C04257	-0.937639709
C00808	0.535311448
C06215	0.775083384
C02927	-0.420973869
C11098	-0.685650192
C03895	0.725482618
C06379	1.487290996
C08315	-0.208087267
C04660	1.402867614
C07652	0.752488663
C14712	-0.482354799
C11696	-0.083781598
C06693	0.677986005
C07635	-1.515921254
C00745	-1.208541095
C02067	0.189576385
C01598	0.53007244
C12644	1.657200514
C02416	0.878792149
C10770	-0.201834086
C05220	0.46129615
C08353	-0.592388004
C14392	-0.185789735
C01471	0.416121859
C08406	-0.36031216
C01050	1.034244107
C03879	1.588954697
C13206	-1.557663161
C08385	0.104358963
C07871	0.154047465
C08592	-0.327282468
C05958	0.654506918
C03329	-0.194616112
C07816	1.454982193
C18411	-1.11608984
C00490	-0.753705469
C05966	-1.737312441
C04438	-1.614753313
C02979	-0.561492554
C02166	-0.245871863
C04042	-0.34249547
C01298	0.857981386
C00958	-0.59781766
C04824	-0.412104031
C09811	-0.903814361
C13558	0.021689481
C11910	-1.013839313
C01403	0.423882044
C06478	-0.752476803
C14315	2.008505763
C03564	0.819696806
C08516	-1.140631053
C05345	0.802655321
C00269	-0.202457975
C08322	-1.101818568
C14222	-0.219824935
C07206	-0.211894859
C01048	-2.456869426
C01883	-0.232994176
C10350	-0.871119315
C02949	-0.771563057
C02360	-0.999239564
C09288	1.259538863
C11703	-1.454162351
C14358	-1.063189201
C06134	-0.667006794
C06002	2.721365112
C02508	-0.274218233
C11080	1.335576152
C13736	0.307198585
C04634	0.184753986
C11723	-0.281068911
C06308	-1.289800934
C07086	0.680675402
C02771	-0.654026403
C09668	-2.193054248
C04592	-2.067266664
C01382	0.699287722
C13198	-0.449438947
C06650	-0.361737398
C12138	0.061552776
C00753	-0.494958733
C06354	0.780735521
C02049	0.475763228
C04776	-0.110879284
C06677	-1.271539985
C07045	-1.242953059
C11395	0.173950269
C08814	-1.191258131
C08309	-0.578747736
C07528	-1.229325728
C12317	0.917582902
C01109	1.617687855
C06501	-2.023795359
C08879	-0.247505047
C14425	0.915099437
C02095	-1.627361689
C02338	-1.103046397
C08324	-0.524222107
C07870	0.07205144
C05332	-2.351073467
C01968	-0.653920849
C06877	0.406173305
C11865	-0.612553021
C05570	-0.35519572
C01265	-1.004251324
C04606	-0.427647157
C13815	-2.323605011
C08433	-0.690517141
C07615	-0.425754375
C02163	-1.048286575
C06597	0.699980727
C01818	0.74077837
C14374	-0.087791219
C06896	0.697023828
C00880	-0.001560243
C00118	0.061560678
C05516	0.957575573
C02922	2.056504138
C04673	0.489946393
C00001	0.946177501
C11079	-0.022691788
C14317	1.45329873
C11544	0.275095212
C07581	0.665340719
C00183	-0.973448854
C07348	0.614234617
C11230	-0.097550642
C00812	0.778329228
C04675	-0.209210364
C15181	0.28762769
C10316	-1.063787623
C06477	1.017742784
C03251	1.585457975
C02717	-1.680323666
C00709	1.066511416
C02723	0.790200159
C06144	-1.420462453
C06669	0.76350467
C06415	-0.012010311
C00039	0.295763524
C07632	1.102248361
C06366	1.35567151
C03167	2.133550552
C08616	0.47294865
C00872	1.227290406
C05338	1.344605943
C14409	1.317781224
C11006	0.192186913
C01408	0.425421697
C09737	-0.812687533
C02721	0.477890024
C02987	1.558369691
C10985	-1.125996888
C14668	0.234922313
C14702	-1.372216383
C04433	-0.273560488
C03319	-0.347149615
C00692	0.228133832
C01990	0.870426677
C00005	1.65545338
C11432	-0.170942096
C09817	-1.053950997
C10509	-1.009814278
C06507	0.330502013
C07346	0.67056317
C01219	-0.35718331
C01077	0.963580379
C06407	1.254396539
C04295	1.835128267
C06849	0.12702099
C11504	-0.308443686
C05730	-1.687486808
C13247	-0.748813633
C06104	2.108532597
C14251	-2.179503545
C02379	0.275848811
C04268	1.020376714
C11175	-1.143263862
C03027	-0.935538883
C03733	1.394710783
C04517	0.54713066
C00864	1.504438623
C00333	-0.966584821
C09290	0.002744619
C14909	-0.056291144
C00935	-0.081875589
C05448	0.085193778
C04112	1.541442706
C01986	0.885554563
C03995	-0.156590964
C14469	-0.873302622
C07612	0.129780933
C02142	0.271887704
C05931	0.244504948
C02131	-1.306363255
C05906	-0.959193453
C08198	1.971020181
C04053	-0.99118919
C01659	0.832084086
C11730	-0.810320585
C01481	-0.264114538
C05260	-1.684381283
C04561	-2.34429691
C13016	0.321912999
C02203	0.78143936
C14217	0.90021078
C03340	-1.04352383
C03175	-1.255956584
C00362	0.503867318
C03515	0.655093416
C10343	-0.42786092
C08952	0.901875893
C10454	-0.124694083
C08012	-0.47686458
C01757	-0.578575013
C03470	0.333086997
C05419	-0.190628763
C00543	2.823574779
C03796	-0.592555057
C03878	-1.074155254
C00181	-0.840345813
C10876	1.495633853
C14138	0.011433669
C07464	0.797847955
C09672	1.259976493
C10469	-1.421708313
C16438	-0.990853138
C06943	-0.570333324
C01215	-0.570745361
C04434	0.734149526
C07662	-0.519868953
C01714	0.583277254
C06086	-1.341145366
C01068	0.574694045
C00169	0.215787943
C08652	-1.133982834
C07354	0.434787654
C03373	-1.091590223
C07617	0.647975707
C10453	1.749196557
C11428	2.030776946
C01727	-0.268687137
C04421	1.036335186
C06397	-0.190173637
C07452	1.256640612
C07481	0.823515957
C03921	-1.15912495
C03665	-1.144296475
C09157	-0.722897046
C07826	-1.926565335
C01262	-0.286452195
C04522	0.656390604
C13890	-2.462807493
C07592	-0.901500688
C02284	-0.594433378
C00225	-1.142470939
C00100	1.065612582
C03293	0.221765551
C11323	-1.207668369
C00785	1.672628539
C11588	1.078329383
C01240	1.036819864
C00492	-0.051111224
C00626	0.189180026
C04353	-0.119783538
C02140	-0.954162212
C03865	0.848965408
C06913	-0.38982435
C00031	1.514968332
C04758	-1.548082885
C01142	-1.448206326
C03290	1.427269022
C04376	0.16842764
C02104	-0.845330248
C01264	1.069397817
C06078	0.15653489
C08983	-0.042523777
C11952	-1.233277241
C01607	1.471070728
C05568	1.200482692
C04458	-0.630173055
C06722	0.321808037
C03126	-0.706790228
C10312	0.763537697
C07202	-0.53527166
C06580	-0.364923098
C03646	-0.977986098
C11261	0.319504711
C01547	1.10767322
C04033	-0.966481186
C04184	-0.315886553
C02253	-0.38239129
C02304	0.658086059
C05498	-1.511468869
C01114	-1.159602034
C01351	-0.703548282
C03298	1.279018981
C01761	-0.58671069
C05770	-0.199691576
C14626	0.709638115
C11687	0.039893222
C05349	0.123937707
C00902	1.209737813
C08115	-0.123834841
C02266	0.361625327
C02445	-0.703285335
C06141	-0.747253013
C14654	-0.010633997
C00104	0.921986734
C07159	0.143494957
C03719	0.46391424
C01530	0.740114709
C01594	0.352939386
C02591	-1.216269572
C01512	-0.378927557
C08920	0.534288663
C08052	0.819413251
C00111	-1.283514976
C03737	-0.582597341
C00683	-0.655112865
C01274	1.152421612
C16260	-0.412729915
C01728	0.551295644
C02914	-2.023082688
